Rank,Name,basename,Genre,Platform,Publisher,Developer,Year,Global_Sales,NA_Sales,PAL_Sales,JP_Sales
3348,Ace Attorney Investigations: Miles Edgeworth,ace-attorney-investigations-miles-edgeworth,Adventure,DS,Capcom,Capcom,2010,0.7,0.23,0.14,0.3
3362,Infinite Undiscovery,infinite-undiscovery,Role-Playing,X360,Square Enix,tri-Ace,2008,0.7,0.34,0.18,0.12
3366,Mario & Sonic at the Rio 2016 Olympic Games,mario-amp-sonic-at-the-rio-2016-olympic-games,Sports,3DS,Nintendo,Arzest,2016,0.7,0.1,0.29,0.28
3370,Chocobo's Dungeon 2,chocobos-dungeon-2,Role-Playing,PS,Square EA,SquareSoft,1999,0.7,0.04,0.03,0.58
3374,Marvel vs. Capcom: Infinite,marvel-vs-capcom-infinite,Fighting,PS4,Capcom,Capcom,2017,0.7,0.36,0.19,0.04
3375,Ape Escape: On the Loose,ape-escape-on-the-loose,Platform,PSP,Sony Computer Entertainment,SIMS,2005,0.7,0.52,0.01,0.12
3379,James Bond 007: Blood Stone,james-bond-007-blood-stone,Action,PS3,Activision,Bizarre Creations,2010,0.7,0.18,0.37,0.02
3384,Mobile Suit Gundam: Journey to Jaburo,mobile-suit-gundam-journey-to-jaburo,Simulation,PS2,Bandai,Bandai,2001,0.7,0.16,0.13,0.36
3386,Monster Hunter Stories,monster-hunter-stories,Role-Playing,3DS,Capcom,Marvelous,2017,0.7,0.14,0.15,0.39
3389,Driver: San Francisco,driver-san-francisco,Racing,X360,Ubisoft,Ubisoft Reflections,2011,0.7,0.25,0.37,0.0
3390,Classic NES Series: Zelda II: The Adventure of Link,classic-nes-series-zelda-ii-the-adventure-of-link,Adventure,GBA,Nintendo,Nintendo EAD,2004,0.7,0.37,0.14,0.17
3397,Metal Gear Solid: Portable Ops Plus,metal-gear-solid-portable-ops-plus,Action,PSP,Konami,Kojima Productions,2007,0.69,0.26,0.01,0.26
3405,The Evil Within,the-evil-within,Misc,XOne,Bethesda Softworks,Tango Gameworks,2014,0.69,0.36,0.27,0.0
3407,The Sly Collection,the-sly-collection,Platform,PS3,Sony Computer Entertainment,Sanzaru Games,2010,0.69,0.52,0.08,0.01
3410,Prince of Persia: The Forgotten Sands,prince-of-persia-the-forgotten-sands,Action,PS3,Ubisoft,Ubisoft Montreal,2010,0.69,0.19,0.36,0.01
3414,Fortnite,fortnite,Shooter,NS,Warner Bros. Interactive Entertainment,Epic Games,2018,0.69,0.38,0.24,0.01
3418,Dark Souls II: Scholar of the First Sin,dark-souls-ii-scholar-of-the-first-sin,Role-Playing,PS4,Namco Bandai Games,From Software,2015,0.69,0.27,0.23,0.09
3426,Mario Party: The Top 100,mario-party-the-top-100,Misc,3DS,Nintendo,"Nd Cube Co., Ltd.",2017,0.69,0.23,0.17,0.24
3431,F1 2015,f1-2015,Racing,PS4,Codemasters,Codemasters Birmingham,2015,0.68,0.1,0.45,0.04
3433,Test Drive Unlimited 2,test-drive-unlimited-2,Racing,X360,Atari,Eden Studios,2011,0.68,0.3,0.32,0.0
3434,Hot Shots Golf: Open Tee 2,hot-shots-golf-open-tee-2,Sports,PSP,Sony Computer Entertainment,Clap Hanz,2008,0.68,0.21,0.11,0.28
3437,Rayman Legends,rayman-legends,Platform,WiiU,Ubisoft,Ubisoft Montpellier,2013,0.68,0.25,0.35,0.03
3438,The Last Remnant,the-last-remnant,Role-Playing,X360,Square Enix,Square Enix,2008,0.68,0.25,0.2,0.18
3444,Rune Factory 4,rune-factory-4,Role-Playing,3DS,Xseed Games,Neverland Company,2013,0.68,0.4,0.01,0.22
3452,Bushido Blade 2,bushido-blade-2,Fighting,PS,Square EA,Light Weight,1998,0.68,0.25,0.17,0.22
3453,Suikoden II,suikoden-ii,Role-Playing,PS,Konami,Konami,1999,0.68,0.15,0.1,0.38
3454,Borderlands 2,borderlands-2,Shooter,PSV,2K Games,Gearbox Software,2014,0.68,0.33,0.18,0.01
3458,Tourist Trophy: The Real Riding Simulator,tourist-trophy-the-real-riding-simulator,Racing,PS2,Sony Computer Entertainment,Polyphony Digital,2006,0.68,0.28,0.22,0.11
3459,METRO Redux,metro-redux,Shooter,PS4,Deep Silver,4a-games,2014,0.68,0.22,0.31,0.05
3460,.hack//Mutation Part 2,.hack,Role-Playing,PS2,Bandai,CyberConnect2,2003,0.68,0.23,0.18,0.2
3462,The Last Story,the-last-story,Role-Playing,Wii,Xseed Games,Mistwalker Corporation / AQ Interactive,2012,0.68,0.31,0.13,0.18
3468,Spider-Man 3,spider-man-3,Platform,PS3,Activision,Treyarch,2007,0.67,0.26,0.29,0.02
3470,Lollipop Chainsaw,lollipop-chainsaw,Action,PS3,Warner Bros. Interactive Entertainment,Grasshopper Manufacture,2012,0.67,0.27,0.21,0.11
3480,Diablo III: Eternal Collection,diablo-iii-eternal-collection,Action,NS,Blizzard Entertainment,Blizzard Entertainment,2018,0.67,0.38,0.22,0.01
3483,Armored Core 3,armored-core-3,Simulation,PS2,Agetec,From Software,2002,0.67,0.22,0.17,0.23
3485,Turok,turok,Shooter,PS3,Touchstone,Propaganda Games,2008,0.67,0.35,0.21,0.01
3490,Wild ARMs 2,wild-arms-2,Role-Playing,PS,Sony Computer Entertainment,Media.Vision,2000,0.67,0.19,0.13,0.31
3493,Tom Clancy's EndWar,tom-clancys-endwar,Strategy,PS3,Ubisoft,Ubisoft Shanghai,2008,0.67,0.33,0.22,0.01
3494,LEGO Marvel Super Heroes 2,lego-marvel-super-heroes-2,Action,NS,Warner Bros. Interactive Entertainment,Traveller's Tales,2017,0.67,0.31,0.29,0.01
3506,Final Fantasy Crystal Chronicles: Ring of Fates,final-fantasy-crystal-chronicles-ring-of-fates,Role-Playing,DS,Square Enix,Square Enix,2008,0.66,0.22,0.01,0.42
3507,Plants vs Zombies: Garden Warfare,plants-vs-zombies-garden-warfare,Shooter,PS3,Electronic Arts,PopCap Games,2014,0.66,0.22,0.32,0.01
3521,2014 FIFA World Cup Brazil,2014-fifa-world-cup-brazil,Sports,PS3,EA Sports,EA Canada,2014,0.66,0.15,0.4,0.01
3524,Naruto Shippuden: Ultimate Ninja 4,naruto-shippuden-ultimate-ninja-4,Fighting,PS2,Namco Bandai,CyberConnect2,2009,0.66,0.26,0.01,0.13
3526,Castlevania: Lords of Shadow,castlevania-lords-of-shadow,Action,X360,Konami,Mercury Steam,2010,0.66,0.42,0.17,0.01
3527,FIFA 15,fifa-15,Sports,PSV,EA Sports,EA Canada,2014,0.66,0.09,0.38,0.06
3534,The LEGO Movie Videogame,the-lego-movie-videogame,Action-Adventure,WiiU,Warner Bros. Interactive Entertainment,TT Fusion,2014,0.66,0.33,0.24,0.03
3546,Freedom Wars,freedom-wars,Misc,PSV,Sony Computer Entertainment,SCE Japan Studio,2014,0.66,0.15,0.1,0.32
3550,Fist of the North Star: Ken's Rage,fist-of-the-north-star-kens-rage,Action,PS3,Tecmo Koei,Tecmo Koei Games,2010,0.66,0.06,0.03,0.55
3552,Plants vs Zombies: Garden Warfare,plants-vs-zombies-garden-warfare,Shooter,PS4,Electronic Arts,PopCap Games,2014,0.66,0.24,0.3,0.01
3555,Suikoden IV,suikoden-iv,Role-Playing,PS2,Konami,Konami Computer Entertainment Tokyo,2005,0.66,0.17,0.13,0.3
3556,Gods Eater Burst,gods-eater-burst,Action,PSP,D3 Publisher,Shift,2011,0.66,0.03,0.0,0.62
3558,Um Jammer Lammy,um-jammer-lammy,Misc,PS,Sony Computer Entertainment,NanaOn-Sha,1999,0.66,0.12,0.08,0.41
3563,Shaun White Snowboarding,shaun-white-snowboarding,Sports,PS3,Ubisoft,Ubisoft Montreal,2008,0.66,0.31,0.24,0.01
3565,Wario: Master of Disguise,wario-master-of-disguise,Platform,DS,Nintendo,Suzak,2007,0.65,0.28,0.02,0.33
3568,Dead or Alive 5,dead-or-alive-5,Fighting,PS3,Tecmo Koei,Team Ninja,2015,0.65,0.23,0.15,0.21
3570,Radiata Stories,radiata-stories,Role-Playing,PS2,Square Enix,tri-Ace,2005,0.65,0.18,0.14,0.29
3575,F-Zero GX,f-zero-gx,Racing,GC,Nintendo,Amusement Vision,2003,0.65,0.41,0.11,0.12
3580,Yoshi Topsy-Turvy,yoshi-topsy-turvy,Platform,GBA,Nintendo,Artoon,2005,0.65,0.25,0.09,0.3
3581,Borderlands: The Pre-Sequel,borderlands-the-pre-sequel,Misc,PS3,2K Games,Unknown,2014,0.65,0.28,0.22,0.05
3583,Crafting Mama,crafting-mama,Simulation,DS,Majesco,Cooking Mama Limited,2010,0.65,0.39,0.2,0.01
3586,World of Dragon Warrior - Torneko: The Last Hope,world-of-dragon-warrior-torneko-the-last-hope,Role-Playing,PS,Enix,ChunSoft,2000,0.65,0.02,0.01,0.58
3591,Drakengard,drakengard,Role-Playing,PS2,Square Enix,Cavia Inc.,2004,0.65,0.19,0.15,0.26
3593,007: Quantum of Solace,007-quantum-of-solace,Shooter,Wii,Activision,Beenox,2008,0.65,0.29,0.28,0.01
3596,Need for Speed: Undercover,need-for-speed-undercover,Racing,Wii,Electronic Arts,EA Vancouver,2008,0.65,0.27,0.31,0.0
3601,Tales of Berseria,tales-of-berseria,Role-Playing,PS4,Namco Bandai Games,Namco Bandai Games,2017,0.65,0.22,0.1,0.26
3604,Yakuza Zero,yakuza-zero,Adventure,PS4,Sega,Sega,2017,0.65,0.22,0.16,0.19
3607,LEGO City Undercover,lego-city-undercover,Platform,NS,Warner Bros. Interactive Entertainment,TT Fusion,2017,0.65,0.23,0.33,0.03
3608,Star Ocean: First Departure,star-ocean-first-departure,Role-Playing,PSP,Square Enix,TOSE Software,2008,0.65,0.2,0.14,0.22
3611,One Piece: Burning Blood,one-piece-burning-blood,Fighting,PS4,Namco Bandai Games,Spike Chunsoft,2016,0.65,0.21,0.26,0.09
3618,Shin Megami Tensei: Persona 3 Portable,shin-megami-tensei-persona-3-portable,Role-Playing,PSP,Atlus,Atlus Co.,2010,0.64,0.18,0.07,0.34
3619,Batman: Return to Arkham,batman-return-to-arkham,Action,PS4,Warner Bros. Interactive Entertainment,Rocksteady Studios,2016,0.64,0.15,0.39,0.01
3622,Sengoku Basara: Samurai Heroes,sengoku-basara-samurai-heroes,Action,PS3,Capcom,Capcom,2010,0.64,0.17,0.04,0.4
3625,New Play Control! Pikmin,new-play-control-pikmin,Strategy,Wii,Nintendo,Nintendo EAD,2009,0.64,0.28,0.13,0.19
3627,Dragon Ball: Raging Blast 2,dragon-ball-raging-blast-2,Fighting,X360,Namco Bandai,Spike,2010,0.64,0.49,0.09,0.01
3633,Castlevania,castlevania,Platform,N64,Konami,KCEK,1999,0.64,0.44,0.1,0.04
3638,Dead Island: Riptide,dead-island-riptide,Action,PS3,Deep Silver,Techland,2013,0.64,0.26,0.21,0.07
3639,LittleBigPlanet 3,littlebigplanet-3,Platform,PS3,Sony Computer Entertainment,Sumo Digital,2014,0.64,0.2,0.33,0.01
3643,Onimusha: Dawn of Dreams,onimusha-dawn-of-dreams,Action,PS2,Capcom,Capcom,2006,0.64,0.15,0.12,0.34
3651,Lost Planet: Extreme Condition,lost-planet-extreme-condition,Shooter,PS3,Capcom,Capcom,2008,0.64,0.31,0.17,0.07
3660,White Knight Chronicles II,white-knight-chronicles-ii,Role-Playing,PS3,D3 Publisher,Level 5,2011,0.63,0.23,0.09,0.27
3665,NBA Live 08,nba-live-08,Sports,PS3,Electronic Arts,EA Canada,2007,0.63,0.56,0.02,0.01
3678,LEGO The Incredibles,lego-the-incredibles,Action,NS,Warner Bros. Interactive Entertainment,Traveller's Tales,2018,0.63,0.35,0.21,0.01
3684,Super Castlevania IV,super-castlevania-iv,Platform,SNES,Konami,Konami,1991,0.63,0.32,0.05,0.25
3693,Ape Escape 2,ape-escape-2,Platform,PS2,Ubisoft,SCE Japan Studio,2003,0.63,0.12,0.09,0.38
3696,Shin Megami Tensei: Persona 3 FES,shin-megami-tensei-persona-3-fes,Role-Playing,PS2,Atlus,Atlus,2008,0.63,0.22,0.2,0.16
3700,Okami,okami,Adventure,PS2,Capcom,Clover Studio,2006,0.63,0.11,0.03,0.15
3703,FIFA Soccer,fifa-soccer,Misc,PSV,EA Sports,EA Canada,2012,0.63,0.16,0.35,0.02
3704,Tony Hawk's Project 8,tony-hawks-project-8,Sports,PS3,Activision,Neversoft Entertainment,2006,0.63,0.3,0.23,0.01
3706,NieR,nier,Role-Playing,PS3,Square Enix,Cavia Inc.,2010,0.63,0.17,0.19,0.2
3709,Test Drive Unlimited 2,test-drive-unlimited-2,Racing,PS3,Atari,Eden Studios,2011,0.63,0.16,0.35,0.01
3713,Kinect Sports Rivals,kinect-sports-rivals,Sports,XOne,Microsoft Studios,Rare Ltd.,2014,0.62,0.3,0.25,0.02
3720,Wild ARMs 3,wild-arms-3,Role-Playing,PS2,Sony Computer Entertainment,Media.Vision,2002,0.62,0.16,0.13,0.29
3726,Donkey Kong Barrel Blast,donkey-kong-barrel-blast,Racing,Wii,Nintendo,Paon Corporation,2007,0.62,0.19,0.26,0.11
3727,Jak and Daxter: The Lost Frontier,jak-and-daxter-the-lost-frontier,Platform,PSP,Sony Computer Entertainment,High Impact Games,2009,0.62,0.18,0.28,0.0
3729,World of Final Fantasy,world-of-final-fantasy,Role-Playing,PS4,Square Enix,Square Enix,2016,0.62,0.24,0.21,0.09
3732,Red Steel 2,red-steel-2,Shooter,Wii,Ubisoft,Ubisoft Paris,2010,0.62,0.35,0.21,0.01
3734,Viewtiful Joe,viewtiful-joe,Action,GC,Capcom,Clover Studio,2003,0.62,0.38,0.1,0.12
3742,F1 2017,f1-2017,Racing,PS4,Deep Silver,Codemasters,2017,0.62,0.04,0.47,0.02
3746,Bass Landing,bass-landing,Sports,PS,Agetec,ASC Games,2000,0.62,0.21,0.14,0.23
3752,Prince of Persia: The Forgotten Sands,prince-of-persia-the-forgotten-sands,Action,X360,Ubisoft,Ubisoft Montreal,2010,0.62,0.3,0.26,0.0
3757,Phoenix Wright: Ace Attorney - Trials and Tribulations,phoenix-wright-ace-attorney-trials-and-tribulations,Adventure,DS,Capcom,Capcom,2007,0.62,0.3,0.03,0.25
3759,Harry Potter and the Half-Blood Prince,harry-potter-and-the-half-blood-prince,Action,DS,Electronic Arts,Bright Light Productions,2009,0.62,0.2,0.34,0.0
3763,Pac-Man Party,pac-man-party,Misc,Wii,Namco Bandai,Namco Bandai Games,2010,0.62,0.47,0.08,0.01
3767,NBA 2K9,nba-2k9,Sports,PS3,2K Sports,Visual Concepts,2008,0.62,0.56,0.0,0.0
3768,Dragon Ball Z: Ultimate Tenkaichi,dragon-ball-z-ultimate-tenkaichi,Fighting,PS3,Namco Bandai,Spike,2011,0.62,0.27,0.18,0.09
3769,Wet,wet,Shooter,PS3,Bethesda Softworks,Artificial Mind and Movement,2009,0.62,0.22,0.27,0.01
3773,Fire Emblem: Shadow Dragon,fire-emblem-shadow-dragon,Strategy,DS,Nintendo,Intelligent Systems,2009,0.61,0.29,0.03,0.27
3776,Vanquish,vanquish,Shooter,PS3,Sega,PlatinumGames,2010,0.61,0.21,0.22,0.11
3777,Samurai Warriors 2,samurai-warriors-2,Action,PS2,KOEI,Omega Force,2006,0.61,0.02,0.02,0.57
3784,Sacred 2: Fallen Angel,sacred-2-fallen-angel,Role-Playing,PS3,CDV Software Entertainment,Ascaron Entertainment,2009,0.61,0.22,0.23,0.08
3785,Dynasty Warriors 8,dynasty-warriors-8,Misc,PS3,Tecmo Koei,Omega Force,2013,0.61,0.12,0.11,0.34
3799,New Play Control! Pikmin 2,new-play-control-pikmin-2,Strategy,Wii,Nintendo,Nintendo EAD,2012,0.61,0.11,0.13,0.34
3803,Final Fantasy IV Advance,final-fantasy-iv-advance,Role-Playing,GBA,Square Enix,Square Enix,2005,0.61,0.27,0.1,0.22
3812,MySims Racing,mysims-racing,Racing,DS,Electronic Arts,Artificial Mind and Movement,2009,0.61,0.25,0.29,0.0
3820,Dragon Age: Inquisition,dragon-age-inquisition,Role-Playing,PS3,Electronic Arts,BioWare Edmonton,2014,0.61,0.27,0.18,0.06
3824,Wave Race: Blue Storm,wave-race-blue-storm,Racing,GC,Nintendo,Nintendo Software Technology Corporation,2001,0.6,0.4,0.1,0.09
3831,Okami,okami,Adventure,Wii,Capcom,Ready at Dawn Studios,2008,0.6,0.43,0.09,0.04
3834,Suikoden,suikoden,Role-Playing,PS,Konami,Konami,1996,0.6,0.21,0.14,0.21
3835,Muramasa: The Demon Blade,muramasa-the-demon-blade,Role-Playing,Wii,Ignition Entertainment,Vanillaware,2009,0.6,0.32,0.13,0.11
3841,Call of Juarez: Bound in Blood,call-of-juarez-bound-in-blood,Shooter,X360,Ubisoft,Techland,2009,0.6,0.3,0.24,0.0
3849,International Superstar Soccer '98,international-superstar-soccer-98,Action,N64,Konami,Konami,1998,0.6,0.06,0.3,0.21
3850,International Superstar Soccer 64,international-superstar-soccer-64,Sports,N64,Konami,Konami Computer Entertainment Osaka,1997,0.6,0.09,0.26,0.23
3851,Mickey's Speedway USA,mickeys-speedway-usa,Racing,N64,Nintendo,Rare Ltd.,2000,0.6,0.37,0.08,0.14
3861,Disney TH!NK Fast: The Ultimate Trivia Showdown,disney-thnk-fast-the-ultimate-trivia-showdown,Misc,Wii,Disney Interactive Studios,Magenta Software,2008,0.6,0.37,0.16,0.01
3863,New Play Control! Donkey Kong Jungle Beat,new-play-control-donkey-kong-jungle-beat,Platform,Wii,Nintendo,Nintendo EAD Tokyo,2009,0.6,0.23,0.17,0.14
3866,Tales of Zesteria,tales-of-zesteria,Misc,PS3,Namco Bandai Games,Unknown,2015,0.6,0.07,0.07,0.42
3867,SimCity DS,simcity-ds,Simulation,DS,Electronic Arts,Aki Corporation,2007,0.6,0.33,0.03,0.21
3870,Gravity Rush,gravity-rush,Action-Adventure,PSV,Sony Computer Entertainment,SCE Japan Studio,2012,0.6,0.21,0.2,0.09
3874,PGR3 - Project Gotham Racing 3,pgr3-project-gotham-racing-3,Racing,X360,Microsoft Game Studios,Bizarre Creations,2005,0.6,0.49,0.03,0.03
3893,Final Fantasy Anniversary Edition,final-fantasy-anniversary-edition,Role-Playing,PSP,Square Enix,Square Enix,2007,0.59,0.39,0.02,0.13
3897,Metal Gear Solid V: Ground Zeroes,metal-gear-solid-v-ground-zeroes,Action-Adventure,PS3,Konami Digital Entertainment,Kojima Productions,2014,0.59,0.13,0.13,0.28
3899,Kane & Lynch 2: Dog Days,kane-amp-lynch-2-dog-days,Shooter,PS3,Square Enix,IO Interactive,2010,0.59,0.17,0.28,0.05
3900,2002 FIFA World Cup,2002-fifa-world-cup,Sports,PS2,EA Sports,EA Canada,2002,0.59,0.21,0.17,0.16
3906,Pokemon Trozei!,pokemon-trozei,Puzzle,DS,Nintendo,Genius Sonority Inc.,2006,0.59,0.25,0.0,0.31
3915,Killzone 2: DLC Bundle Pack,killzone-2-dlc-bundle-pack,Shooter,PSN,Konami Digital Entertainment,Guerrilla Games,2015,0.59,0.23,0.1,0.23
3916,Dead or Alive Xtreme Beach Volleyball,dead-or-alive-xtreme-beach-volleyball,Sports,XB,Tecmo,Team Ninja,2003,0.59,0.36,0.08,0.14
3921,WarioWare D.I.Y.,warioware-diy,Misc,DS,Nintendo,Intelligent Systems,2010,0.59,0.17,0.18,0.2
3922,Shin Megami Tensei IV,shin-megami-tensei-iv,Role-Playing,3DS,Atlus,Atlus,2013,0.59,0.28,0.0,0.27
3923,Silent Hill: Shattered Memories,silent-hill-shattered-memories,Adventure,PS2,Konami,Climax Group,2010,0.59,0.13,0.22,0.01
3925,Madden NFL 06,madden-nfl-06,Sports,X360,EA Sports,EA Tiburon,2005,0.59,0.54,0.0,0.01
3927,Blur,blur,Racing,X360,Activision,Bizarre Creations,2010,0.59,0.25,0.27,0.0
3929,Hot Shots Golf: World Invitational,hot-shots-golf-world-invitational,Sports,PSV,Sony Computer Entertainment,Clap Hanz,2012,0.59,0.15,0.12,0.26
3932,SoulCalibur V,soulcalibur-v,Fighting,X360,Namco Bandai,Project Soul,2012,0.59,0.39,0.13,0.02
3935,Rayman Origins,rayman-origins,Platform,PSV,Ubisoft,UBIart Montpellier,2012,0.59,0.12,0.37,0.0
3936,Pro Evolution Soccer 2015,pro-evolution-soccer-2015,Sports,PS3,Konami Digital Entertainment,PES Productions,2014,0.59,0.1,0.2,0.23
3937,Alice: Madness Returns,alice-madness-returns,Adventure,PS3,Electronic Arts,Spicy Horse,2011,0.59,0.22,0.24,0.04
3938,Harvest Moon: Friends of Mineral Town,harvest-moon-friends-of-mineral-town,Simulation,GBA,Natsume,TOSE Software,2003,0.59,0.34,0.13,0.11
3942,Final Fantasy Explorers,final-fantasy-explorers,Role-Playing,3DS,Square Enix,Square Enix,2016,0.59,0.17,0.1,0.29
3944,Mega Man X7,mega-man-x7,Platform,PS2,Capcom,Capcom,2003,0.58,0.22,0.17,0.14
3946,Call of Duty: Modern Warfare Remastered,call-of-duty-modern-warfare-remastered,Shooter,PS4,Activision,Infinity Ward,2017,0.58,0.17,0.3,0.03
3949,Dragon Quest Builders: Revive Alefgard,dragon-quest-builders-revive-alefgard,Role-Playing,PS4,Square Enix,Square Enix,2016,0.58,0.12,0.17,0.24
3952,LEGO Worlds,lego-worlds,Misc,NS,Warner Bros. Interactive Entertainment,Traveller's Tales,2017,0.58,0.21,0.33,0.0
3953,Diablo,diablo,Role-Playing,PS,Electronic Arts,Climax Group,1998,0.58,0.29,0.19,0.07
3960,Romancing SaGa,romancing-saga,Role-Playing,PS2,Square Enix,Square Enix,2005,0.58,0.06,0.04,0.47
3964,Middle-Earth: Shadow of Mordor,middle-earth-shadow-of-mordor,Action,PS3,Warner Bros. Interactive Entertainment,Monolith Productions,2014,0.58,0.22,0.26,0.01
3973,JoJo's Bizarre Adventure: All Star Battle,jojos-bizarre-adventure-all-star-battle,Fighting,PS3,Namco Bandai Games,CyberConnect2,2014,0.58,0.05,0.02,0.5
3978,Pro Evolution Soccer 2012,pro-evolution-soccer-2012,Sports,PSP,Konami,Konami,2011,0.58,0.11,0.12,0.29
3983,Tom Clancy's HAWX,tom-clancys-hawx,Action,X360,Ubisoft,Ubisoft Romania,2009,0.58,0.31,0.19,0.02
3985,International Superstar Soccer '98,international-superstar-soccer-98,Sports,N64,Konami,Konami Computer Entertainment Osaka,1998,0.58,0.06,0.3,0.19
3987,Final Fantasy: The 4 Heroes of Light,final-fantasy-the-4-heroes-of-light,Role-Playing,DS,Square Enix,Matrix Software,2010,0.58,0.22,0.1,0.23
3990,Kirby and the Rainbow Curse,kirby-and-the-rainbow-curse,Platform,WiiU,Nintendo,HAL Laboratory,2015,0.58,0.26,0.14,0.13
3992,Digimon World 2,digimon-world-2,Role-Playing,PS,Bandai,Bandai,2001,0.58,0.23,0.16,0.16
3993,F1 2013,f1-2013,Racing,PS3,Codemasters,Codemasters Birmingham,2013,0.58,0.01,0.47,0.03
4005,Disney Magic World 2,disney-magic-world-2,Simulation,3DS,Nintendo,High Horse Entertainment,2016,0.58,0.07,0.25,0.23
4012,Disgaea 4: A Promise Unforgotten,disgaea-4-a-promise-unforgotten,Role-Playing,PS3,NIS America,Nippon Ichi Software,2011,0.58,0.27,0.11,0.14
4021,Theme Park,theme-park,Strategy,PS,Electronic Arts,Bullfrog Productions,1995,0.57,0.24,0.16,0.13
4029,BlazBlue: Calamity Trigger,blazblue-calamity-trigger,Fighting,PS3,Aksys Games,Arc System Works,2009,0.57,0.36,0.1,0.06
4030,Resident Evil: Revelations 2,resident-evil-revelations-2,Action,PS4,Capcom,Capcom,2015,0.57,0.14,0.25,0.11
4032,Bayonetta 2,bayonetta-2,Action,NS,Nintendo,PlatinumGames,2018,0.57,0.26,0.2,0.07
4035,Ultra Street Fighter II: The Final Challengers,ultra-street-fighter-ii-the-final-challengers,Fighting,NS,Capcom,Capcom,2017,0.57,0.22,0.22,0.09
4042,Harvest Moon: The Tale of Two Towns,harvest-moon-the-tale-of-two-towns,Simulation,DS,Natsume,Marvelous Interactive,2011,0.57,0.27,0.06,0.22
4043,Beyond The Beyond,beyond-the-beyond,Role-Playing,PS,Sony Computer Entertainment,Camelot Software Planning,1996,0.57,0.11,0.08,0.35
4045,Mega Man Star Force 2: Zerker x Ninja / Saurian,mega-man-star-force-2-zerker-x-ninja,Role-Playing,DS,Capcom,Capcom,2008,0.57,0.24,0.0,0.31
4049,Harvest Moon: Sunshine Islands,harvest-moon-sunshine-islands,Simulation,DS,Natsume,Marvelous Interactive,2009,0.57,0.35,0.03,0.17
4054,3D Dot Game Heroes,3d-dot-game-heroes,Role-Playing,PS3,Atlus,Silicon Studio,2010,0.57,0.36,0.12,0.03
4060,Dynasty Warriors 5: Xtreme Legends,dynasty-warriors-5-xtreme-legends,Action,PS2,KOEI,Omega Force,2005,0.57,0.11,0.08,0.35
4067,Wreckless: ThE YaKuza MisSiOns,wreckless-the-yakuza-missions,Racing,XB,Activision,Bunkasha Publishing,2002,0.57,0.42,0.11,0.02
4071,Top Spin 3,top-spin-3,Sports,PS3,2K Sports,Pam Development,2008,0.57,0.08,0.37,0.0
4079,Resident Evil Outbreak File #2,resident-evil-outbreak-file-2,Action,PS2,Capcom,Capcom Production Studio 1,2005,0.57,0.19,0.15,0.17
4085,LEGO Jurassic World,lego-jurassic-world,Action,WiiU,Warner Bros. Interactive Entertainment,Traveller's Tales,2015,0.57,0.29,0.2,0.03
4090,Breath of Fire IV,breath-of-fire-iv,Role-Playing,PS,Capcom,Capcom,2000,0.56,0.11,0.08,0.34
4092,Everybody's Golf,everybodys-golf,Sports,PS4,Sony Interactive Entertainment,Clap Hanz,2017,0.56,0.12,0.22,0.17
4094,The Amazing Spider-Man 2 (2014),the-amazing-spider-man-2-2014,Action-Adventure,PS4,Activision,Beenox,2014,0.56,0.2,0.26,0.02
4095,Odin Sphere,odin-sphere,Role-Playing,PS2,Atlus,Vanillaware,2007,0.56,0.23,0.18,0.09
4096,Final Fantasy IV: The Complete Collection,final-fantasy-iv-the-complete-collection,Role-Playing,PSP,Square Enix,Matrix Software,2011,0.56,0.13,0.09,0.27
4101,Soul Sacrifice,soul-sacrifice,Misc,PSV,Sony Computer Entertainment,Marvelous Entertainment,2013,0.56,0.15,0.11,0.22
4106,Classic NES Series: Dr. Mario,classic-nes-series-dr-mario,Puzzle,GBA,Nintendo,Nintendo,2004,0.56,0.31,0.11,0.13
4120,Tom Clancy's HAWX,tom-clancys-hawx,Action,PS3,Ubisoft,Ubisoft Romania,2009,0.56,0.21,0.22,0.05
4123,Xenoblade Chronicles,xenoblade-chronicles,Role-Playing,3DS,Nintendo,Monolith Soft,2015,0.56,0.24,0.15,0.13
4125,Tetris Party Deluxe,tetris-party-deluxe,Puzzle,Wii,Majesco,"Tetris Online, Inc",2010,0.56,0.33,0.16,0.02
4126,Puzzle & Dragons Z + Super Mario Bros. Edition,puzzle-amp-dragons-z-super-mario-bros-edition,Puzzle,3DS,Nintendo,GungHo Online Entertainment,2015,0.56,0.09,0.11,0.35
4127,Metroid: Samus Returns,metroid-samus-returns,Action-Adventure,3DS,Nintendo,Mercury Steam,2017,0.56,0.3,0.15,0.07
4135,Mega Man X2,mega-man-x2,Platform,SNES,Capcom,Capcom,1994,0.56,0.09,0.02,0.45
4136,Resident Evil 2,resident-evil-2,Action,N64,Capcom,Angel Studios,1999,0.56,0.39,0.09,0.07
4139,Bravely Second: End Layer,bravely-second-end-layer,Role-Playing,3DS,Nintendo,Silicon Studio,2016,0.56,0.22,0.11,0.2
4140,Fullmetal Alchemist and the Broken Angel,fullmetal-alchemist-and-the-broken-angel,Role-Playing,PS2,Square Enix,Racjin,2005,0.56,0.15,0.12,0.26
4149,Just Cause 4,just-cause-4,Action-Adventure,PS4,Square Enix,Avalanche Studios,2018,0.56,0.18,0.26,0.03
