Rank,Name,basename,Genre,Platform,Publisher,Developer,Year,Global_Sales,NA_Sales,PAL_Sales,JP_Sales
468,FIFA 14,fifa-14,Sports,PS4,EA Sports,EA Canada,2013,3.43,0.62,2.18,0.12
469,LittleBigPlanet 2,littlebigplanet-2,Platform,PS3,Sony Computer Entertainment,Media Molecule,2011,3.43,1.83,1.07,0.06
472,Spider-Man 2,spider-man-2,Action,PS2,Activision,Treyarch,2004,3.41,1.75,1.2,0.02
475,FIFA Soccer 2003,fifa-soccer-2003,Sports,PS2,EA Sports,EA Canada,2002,3.4,0.46,2.28,0.05
476,Crash Bash,crash-bash,Misc,PS,Sony Computer Entertainment,Eurocom Entertainment Software,2000,3.39,1.56,1.47,0.19
479,The Elder Scrolls V: Skyrim Special Edition,the-elder-scrolls-v-skyrim-special-edition,Role-Playing,PS4,Bethesda Softworks,Bethesda Softworks,2016,3.36,1.24,1.5,0.08
480,Watch Dogs 2,watch-dogs-2,Action,PS4,Ubisoft,Ubisoft,2016,3.36,0.98,1.74,0.12
484,Assassin's Creed IV: Black Flag,assassins-creed-iv-black-flag,Action-Adventure,X360,Ubisoft,Ubisoft Montreal,2013,3.34,1.9,1.14,0.01
485,NBA 2K18,nba-2k18,Sports,PS4,2K Sports,Visual Concepts,2017,3.34,2.13,0.57,0.04
489,James Bond 007: Nightfire,james-bond-007-nightfire,Shooter,PS2,Electronic Arts,Eurocom Entertainment Software,2002,3.33,1.45,1.29,0.12
490,Ratchet & Clank,ratchet-amp-clank,Platform,PS2,Sony Computer Entertainment,Insomniac Games,2002,3.33,1.44,1.01,0.57
492,Star Wars Episode III: Revenge of the Sith,star-wars-episode-iii-revenge-of-the-sith,Action,PS2,LucasArts,The Collective,2005,3.32,1.47,1.39,0.03
493,Max Payne,max-payne,Shooter,PS2,Rockstar Games,Remedy Entertainment,2001,3.31,1.99,1.05,0.05
499,The Lord of the Rings: The Return of the King,the-lord-of-the-rings-the-return-of-the-king,Action,PS2,Electronic Arts,"Hypnos Entertainment, Inc.",2003,3.28,1.5,1.28,0.05
502,True Crime: Streets of LA,true-crime-streets-of-la,Action,PS2,Activision,Luxoflux,2003,3.27,1.89,1.05,0.02
503,Gran Turismo (PSP),gran-turismo-psp,Racing,PSP,Sony Computer Entertainment,Polyphony Digital,2009,3.27,0.51,1.59,0.31
504,Far Cry 3,far-cry-3,Shooter,PS3,Ubisoft,Ubisoft Montreal,2012,3.27,0.88,1.79,0.1
507,Tekken,tekken,Fighting,PS,Namco,Namco,1995,3.24,0.95,1.3,0.77
510,L.A. Noire,la-noire,Adventure,PS3,Rockstar Games,Team Bondi,2011,3.21,1.29,1.31,0.12
515,WWF SmackDown! 2: Know Your Role,wwf-smackdown-2-know-your-role,Fighting,PS,THQ,Yuke's,2000,3.2,1.76,1.21,0.07
516,Middle-Earth: Shadow of Mordor,middle-earth-shadow-of-mordor,Action,PS4,Warner Bros. Interactive Entertainment,Monolith Productions,2014,3.19,1.03,1.6,0.05
517,Assassin's Creed IV: Black Flag,assassins-creed-iv-black-flag,Action-Adventure,PS4,Ubisoft,Ubisoft Montreal,2013,3.19,1.07,1.55,0.06
519,Enter the Matrix,enter-the-matrix,Action,PS2,Atari,Shiny Entertainment,2003,3.18,1.78,1.12,0.09
520,Assassin's Creed Odyssey,assassins-creed-odyssey,Action-Adventure,PS4,Ubisoft,Ubisoft Quebec,2018,3.18,1.18,1.4,0.09
521,Fallout: New Vegas,fallout-new-vegas,Role-Playing,PS3,Bethesda Softworks,Obsidian Entertainment,2010,3.17,1.54,1.04,0.1
522,Ace Combat 04: Shattered Skies,ace-combat-04-shattered-skies,Simulation,PS2,Namco,Namco,2001,3.17,2.06,0.56,0.38
527,Spider-Man,spider-man,Action,PS,Activision,Neversoft Entertainment,2000,3.13,1.7,1.25,0.02
529,The Elder Scrolls IV: Oblivion,the-elder-scrolls-iv-oblivion,Role-Playing,PS3,Bethesda Softworks,4J Studios,2007,3.12,1.69,0.86,0.14
533,Resident Evil 6,resident-evil-6,Action,PS3,Capcom,Capcom,2012,3.12,0.88,0.97,0.88
534,Tom Clancy's Ghost Recon Wildlands,tom-clancys-ghost-recon-wildlands,Shooter,PS4,Ubisoft,Ubisoft Paris,2017,3.12,1.07,1.35,0.22
535,NBA 2K13,nba-2k13,Sports,X360,2K Sports,Visual Concepts,2012,3.11,2.62,0.21,0.01
536,Titanfall,titanfall,Shooter,XOne,Electronic Arts,Respawn Entertainment,2014,3.11,1.88,0.91,0.04
538,Mass Effect 2,mass-effect-2,Role-Playing,X360,Electronic Arts,BioWare Edmonton,2010,3.1,1.99,0.81,0.03
539,Madden NFL 2002,madden-nfl-2002,Sports,PS2,EA Sports,EA Sports,2001,3.08,2.5,0.16,0.01
542,Saints Row 2,saints-row-2,Action,X360,THQ,Volition Inc.,2008,3.07,1.98,0.79,0.02
546,Heavy Rain,heavy-rain,Adventure,PS3,Sony Computer Entertainment,Quantic Dream,2010,3.06,1.29,1.24,0.06
548,Borderlands 2,borderlands-2,Shooter,X360,2K Games,Gearbox Software,2013,3.06,1.89,0.88,0.04
550,Mass Effect 3,mass-effect-3,Role-Playing,X360,Electronic Arts,BioWare,2012,3.04,1.94,0.84,0.03
553,Metal Gear Solid V: The Phantom Pain,metal-gear-solid-v-the-phantom-pain,Action,PS4,Konami Digital Entertainment,Kojima Productions,2015,3.04,0.97,1.15,0.5
558,WWE SmackDown! Shut Your Mouth,wwe-smackdown-shut-your-mouth,Sports,PS2,THQ,Yuke's Future Media Creators,2002,3.02,1.45,1.13,0.07
559,Disney Epic Mickey,disney-epic-mickey,Platform,Wii,Disney Interactive Studios,Junction Point Studios,2010,3.02,2.04,0.63,0.12
560,Killzone 2,killzone-2,Shooter,PS3,Sony Computer Entertainment,Guerrilla Games,2009,3.02,1.4,1.07,0.08
573,inFAMOUS,infamous,Action,PS3,Sony Computer Entertainment,Sucker Punch Productions,2009,2.99,1.76,0.68,0.12
574,World Soccer Winning Eleven 6 International,world-soccer-winning-eleven-6-international,Sports,PS2,Konami,Konami Computer Entertainment Tokyo,2003,2.99,0.12,1.26,1.16
575,Far Cry 3,far-cry-3,Shooter,X360,Ubisoft,Ubisoft Montreal,2012,2.98,1.38,1.33,0.02
581,Battlefield: Bad Company 2,battlefield-bad-company-2,Shooter,PS3,Electronic Arts,EA Digital Illusions CE,2010,2.96,1.33,1.11,0.08
582,Hitman 2: Silent Assassin,hitman-2-silent-assassin,Action,PS2,Eidos Interactive,IO Interactive,2002,2.96,1.36,1.15,0.04
583,Yokai Watch 2: Psychic Specters,yokai-watch-2-psychic-specters,Role-Playing,3DS,Nintendo,Level 5,2017,2.95,0.12,0.12,2.69
584,Street Fighter IV,street-fighter-iv,Fighting,X360,Capcom,Capcom / Dimps Corporation,2009,2.95,1.83,0.7,0.15
585,SOCOM II: U.S. Navy SEALs,socom-ii-us-navy-seals,Shooter,PS2,Sony Computer Entertainment,Zipper Interactive,2003,2.94,2.22,0.51,0.06
586,WWE SmackDown! vs. RAW 2006,wwe-smackdown-vs-raw-2006,Fighting,PS2,THQ,Yuke's,2005,2.94,1.45,1.11,0.04
588,Pac-Man Collection,pac-man-collection,Puzzle,GBA,Namco,Mass Media,2001,2.94,2.07,0.77,0.05
592,Doom (2016),doom-2016,Shooter,PS4,Bethesda Softworks,id Software,2016,2.92,0.93,1.48,0.04
593,Mass Effect,mass-effect,Role-Playing,X360,Microsoft Game Studios,BioWare Edmonton,2007,2.91,1.83,0.79,0.03
598,World Soccer Winning Eleven 7 International,world-soccer-winning-eleven-7-international,Sports,PS2,Konami,Konami Computer Entertainment Tokyo,2004,2.9,0.08,1.24,1.13
600,Cooking Mama: Cook Off,cooking-mama-cook-off,Simulation,Wii,Majesco,Office Create,2007,2.89,1.41,1.12,0.05
601,Hot Shots Golf 3,hot-shots-golf-3,Sports,PS2,Sony Computer Entertainment,Clap Hanz,2002,2.89,0.99,0.32,1.38
602,Call of Duty: Finest Hour,call-of-duty-finest-hour,Shooter,PS2,Activision,Spark Unlimited,2004,2.89,1.51,1.12,0.01
603,Syphon Filter,syphon-filter,Shooter,PS,989 Studios,Eidetic,1999,2.88,2.03,0.72,0.02
605,Mafia III,mafia-iii,Action-Adventure,PS4,2K Games,Hangar 13,2016,2.87,0.72,1.67,0.04
607,Colin McRae Rally,colin-mcrae-rally,Racing,PS,Sony Computer Entertainment,Codemasters,2000,2.87,0.09,2.43,0.12
611,The Elder Scrolls III: Morrowind,the-elder-scrolls-iii-morrowind,Role-Playing,XB,Bethesda Softworks,Bethesda Softworks,2002,2.86,2.09,0.63,0.03
613,Assassin's Creed: Brotherhood,assassins-creed-brotherhood,Action,PS3,Ubisoft,Ubisoft Montreal,2010,2.85,1.87,0.57,0.11
622,BioShock,bioshock,Shooter,X360,2K Games,2K Australia / 2K Boston,2007,2.83,1.65,0.85,0.05
624,WWE SmackDown! vs. Raw,wwe-smackdown-vs-raw,Fighting,PS2,THQ,Yuke's,2004,2.83,1.32,1.08,0.04
625,Finding Nemo,finding-nemo,Platform,GBA,THQ,Vicarious Visions,2003,2.82,1.59,1.05,0.04
626,Medal of Honor,medal-of-honor,Shooter,PS3,Electronic Arts,EA Los Angeles,2010,2.82,1.28,1.04,0.07
627,Diablo III: Ultimate Evil Edition,diablo-iii-ultimate-evil-edition,Role-Playing,PS4,Blizzard Entertainment,Blizzard Entertainment,2014,2.82,0.83,1.48,0.08
629,Gran Turismo (PSP),gran-turismo-psp,Racing,PSN,Sony Computer Entertainment,Polyphony Digital,2009,2.82,0.43,0.91,0.31
630,Need for Speed: Hot Pursuit,need-for-speed-hot-pursuit,Racing,PS3,Electronic Arts,Criterion Games,2010,2.81,1.05,1.24,0.03
632,Killzone 3,killzone-3,Shooter,PS3,Sony Computer Entertainment,Guerrilla Games,2011,2.81,1.46,0.87,0.09
633,WWE SmackDown! Here Comes the Pain,wwe-smackdown-here-comes-the-pain,Fighting,PS2,THQ,Yuke's,2003,2.8,1.32,1.06,0.04
636,Hot Shots Golf,hot-shots-golf,Sports,PS,Sony Computer Entertainment,Camelot Software Planning,1998,2.79,0.29,0.2,2.13
640,WWF SmackDown! Just Bring It,wwf-smackdown-just-bring-it,Fighting,PS2,THQ,Yuke's,2001,2.79,1.19,1.15,0.04
644,Ratchet & Clank: Going Commando,ratchet-amp-clank-going-commando,Platform,PS2,Sony Computer Entertainment,Insomniac Games,2003,2.78,1.44,0.83,0.26
647,Saints Row: The Third,saints-row-the-third,Action,X360,THQ,Volition Inc.,2011,2.77,1.26,1.14,0.07
652,Need for Speed: Most Wanted (2012),need-for-speed-most-wanted-2012,Racing,PS3,Electronic Arts,Criterion Games,2012,2.74,0.71,1.52,0.06
654,L.A. Noire,la-noire,Adventure,X360,Rockstar Games,Team Bondi,2011,2.73,1.55,0.92,0.02
656,Far Cry: Primal,far-cry-primal,Action-Adventure,PS4,Ubisoft,Ubisoft Montreal,2016,2.73,0.63,1.61,0.07
657,"Pokemon: Let's Go, Eevee!"," eevee""",Role-Playing,NS,Nintendo,Game Freak,2018,2.73,1.22,0.8,0.51
659,Need for Speed (2015),need-for-speed-2015,Racing,PS4,Electronic Arts,Ghost Games,2015,2.72,0.59,1.66,0.06
668,Call of Duty 3,call-of-duty-3,Shooter,X360,Activision,Treyarch,2006,2.7,1.49,0.92,0.02
669,LEGO Star Wars II: The Original Trilogy,lego-star-wars-ii-the-original-trilogy,Action,PS2,LucasArts,Traveller's Tales,2006,2.69,1.85,0.64,0.01
674,Halo Wars,halo-wars,Strategy,X360,Microsoft Game Studios,Ensemble Studios,2009,2.67,1.58,0.8,0.04
675,Call of Duty 2: Big Red One,call-of-duty-2-big-red-one,Shooter,PS2,Activision,Treyarch,2005,2.67,1.48,0.92,0.01
678,WWE SmackDown! Shut Your Mouth,wwe-smackdown-shut-your-mouth,Fighting,PS2,THQ,Yuke's,2002,2.66,1.32,1.29,0.04
679,Final Fantasy XIII-2,final-fantasy-xiii-2,Role-Playing,PS3,Square Enix,Square Enix,2012,2.66,0.78,0.75,0.89
680,Medal of Honor Heroes,medal-of-honor-heroes,Shooter,PSP,Electronic Arts,Team Fusion,2006,2.66,0.86,1.11,0.01
682,Need for Speed: Shift,need-for-speed-shift,Racing,PS3,Electronic Arts,Slightly Mad Studios,2009,2.65,0.69,1.4,0.04
686,Medal of Honor,medal-of-honor,Shooter,X360,Electronic Arts,EA Los Angeles,2010,2.64,1.58,0.8,0.04
687,NBA 2K12,nba-2k12,Sports,X360,2K Sports,Visual Concepts,2011,2.64,2.32,0.14,0.01
688,Midnight Club: Street Racing,midnight-club-street-racing,Racing,PS2,Rockstar Games,Angel Studios,2000,2.63,2.0,0.47,0.02
689,NBA 2K13,nba-2k13,Sports,PS3,2K Sports,Visual Concepts,2012,2.63,1.74,0.46,0.05
690,NBA 2K19,nba-2k19,Sports,PS4,2K Sports,Visual Concepts,2018,2.63,1.69,0.44,0.03
693,FIFA Soccer 10,fifa-soccer-10,Sports,X360,EA Sports,EA Canada,2009,2.62,0.6,1.79,0.01
694,LittleBigPlanet,littlebigplanet,Platform,PSP,Sony Computer Entertainment,SCEE Cambridge,2009,2.61,0.65,1.27,0.01
695,Harry Potter and the Chamber of Secrets,harry-potter-and-the-chamber-of-secrets,Adventure,PS2,Electronic Arts,Eurocom Entertainment Software,2002,2.61,0.9,1.22,0.04
699,Streets of Rage,streets-of-rage,Action,GEN,Sega,Sega,1990,2.6,1.86,0.55,0.11
700,Grand Theft Auto: Episodes from Liberty City,grand-theft-auto-episodes-from-liberty-city,Adventure,X360,Rockstar Games,Rockstar North,2009,2.6,1.08,1.22,0.03
702,Mario + Rabbids: Kingdom Battle,mario-rabbids-kingdom-battle,Strategy,NS,Ubisoft,Ubisoft Milan,2017,2.59,1.1,1.08,0.22
704,FIFA Soccer 09,fifa-soccer-09,Sports,PS3,Electronic Arts,EA Canada,2008,2.59,0.49,1.63,0.04
709,WWE SmackDown vs. RAW 2007,wwe-smackdown-vs-raw-2007,Fighting,PS2,THQ,Yuke's,2006,2.58,1.4,0.88,0.03
711,Ratchet & Clank: Up Your Arsenal,ratchet-amp-clank-up-your-arsenal,Platform,PS2,Sony Computer Entertainment,Insomniac Games,2004,2.57,1.31,0.74,0.31
714,NBA 2K14,nba-2k14,Sports,X360,2K Sports,Visual Concepts,2013,2.57,2.11,0.19,0.0
715,Ratchet & Clank Future: Tools of Destruction,ratchet-amp-clank-future-tools-of-destruction,Platform,PS3,Sony Computer Entertainment,Insomniac Games,2007,2.57,0.93,1.1,0.08
716,Hot Shots Golf,hot-shots-golf,Sports,PS,Sony Computer Entertainment,Camelot Software Planning,1998,2.56,0.26,0.17,2.13
717,Dragon Age: Origins,dragon-age-origins,Role-Playing,X360,Electronic Arts,BioWare Edmonton,2009,2.56,1.76,0.55,0.03
718,FIFA 16,fifa-16,Sports,PS3,EA Sports,EA Canada,2015,2.55,0.43,1.68,0.05
723,Crazy Taxi,crazy-taxi,Racing,PS2,Acclaim Entertainment,Hitmaker,2001,2.52,1.13,1.12,0.06
725,Tomb Raider (2013),tomb-raider-2013,Action,PS3,Square Enix,Crystal Dynamics,2013,2.51,0.6,1.45,0.08
726,Midnight Club: Los Angeles,midnight-club-los-angeles,Racing,PS3,Rockstar Games,Rockstar San Diego,2008,2.5,1.59,0.54,0.05
727,PES 2009: Pro Evolution Soccer,pes-2009-pro-evolution-soccer,Sports,PS2,Konami,Konami,2008,2.5,0.13,0.07,0.26
741,NBA 2K15,nba-2k15,Sports,PS4,2K Sports,Visual Concepts,2014,2.49,1.49,0.55,0.01
746,Saints Row: The Third,saints-row-the-third,Action,PS3,THQ,Volition Inc.,2011,2.48,0.86,1.06,0.18
747,Tomb Raider: The Last Revelation,tomb-raider-the-last-revelation,Action,PS,Eidos Interactive,Core Design Ltd.,1999,2.48,1.15,1.14,0.06
749,Pure,pure,Racing,X360,Disney Interactive Studios,Black Rock Studio,2008,2.47,1.38,0.84,0.0
751,Minecraft,minecraft,Misc,PSV,Sony Computer Entertainment America,4J Studios,2014,2.47,0.22,0.73,1.25
753,Resistance 2,resistance-2,Shooter,PS3,Sony Computer Entertainment,Insomniac Games,2008,2.47,1.15,0.84,0.1
757,Dying Light,dying-light,Action,PS4,Warner Bros. Interactive,Techland,2015,2.45,1.18,0.74,0.13
768,Sonic Adventure,sonic-adventure,Platform,DC,Sega,Sonic Team,1999,2.42,1.26,0.61,0.46
769,Tom Clancy's Rainbow Six: Vegas 2,tom-clancys-rainbow-six-vegas-2,Shooter,X360,Ubisoft,Ubisoft Montreal,2008,2.42,1.56,0.61,0.02
771,Kinect: Disneyland Adventures,kinect-disneyland-adventures,Action-Adventure,X360,Microsoft Studios,Frontier Developments,2011,2.41,1.73,0.43,0.02
772,Pro Evolution Soccer 2011,pro-evolution-soccer-2011,Sports,PS3,Konami,Konami,2010,2.41,0.29,1.18,0.54
776,Halo: Combat Evolved Anniversary,halo-combat-evolved-anniversary,Shooter,X360,Microsoft Studios,343 Industries,2011,2.41,1.44,0.71,0.04
777,Need for Speed: ProStreet,need-for-speed-prostreet,Racing,PS2,Electronic Arts,EA Black Box,2007,2.41,0.69,0.0,0.04
779,Forza Motorsport 5,forza-motorsport-5,Racing,XOne,Microsoft Studios,Turn 10 Studios,2013,2.4,1.28,0.9,0.01
780,Midnight Club: Los Angeles,midnight-club-los-angeles,Racing,X360,Rockstar Games,Rockstar San Diego,2008,2.4,1.72,0.45,0.01
786,God of War: Ascension,god-of-war-ascension,Action,PS3,Sony Computer Entertainment,SCEA Santa Monica Studio,2013,2.4,1.23,0.72,0.04
788,Batman: Arkham Origins,batman-arkham-origins,Action-Adventure,PS3,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,2013,2.4,1.08,0.88,0.04
794,Guitar Hero,guitar-hero,Misc,PS2,RedOctane,Harmonix Music Systems,2005,2.38,1.67,0.61,0.03
796,WCW/nWo Revenge,wcw,Fighting,N64,THQ,Aki Corp.,1998,2.38,1.94,0.39,0.03
797,Ratchet & Clank (2016),ratchet-amp-clank-2016,Platform,PS4,Sony Interactive Entertainment,Insomniac Games,2016,2.38,0.97,0.97,0.06
800,The Incredibles,the-incredibles,Action,PS2,THQ,Heavy Iron Studios,2004,2.37,0.96,1.08,0.04
801,Tony Hawk's Underground 2,tony-hawks-underground-2,Sports,PS2,Activision,Neversoft Entertainment,2004,2.37,1.25,0.86,0.01
804,Uncharted: The Lost Legacy,uncharted-the-lost-legacy,Action,PS4,Sony Interactive Entertainment,Naughty Dog,2017,2.37,0.58,1.38,0.04
816,WWE SmackDown vs Raw 2008,wwe-smackdown-vs-raw-2008,Fighting,PS2,THQ,Yuke's Media Creations,2007,2.34,0.92,0.0,0.01
817,Dragon Age: Inquisition,dragon-age-inquisition,Role-Playing,PS4,Electronic Arts,BioWare Edmonton,2014,2.34,1.07,0.8,0.08
818,Kinect Sports: Season Two,kinect-sports-season-two,Sports,X360,Microsoft Studios,Rare Ltd.,2011,2.33,1.38,0.72,0.02
825,Grand Theft Auto,grand-theft-auto,Action,PS,Take-Two Interactive,DMA Design,1998,2.32,0.79,1.35,0.04
826,James Bond 007: Everything or Nothing,james-bond-007-everything-or-nothing,Shooter,PS2,Electronic Arts,EA Redwood Shores,2004,2.31,0.85,1.06,0.09
830,The Sims 3,the-sims-3,Simulation,X360,Electronic Arts,The Sims Studio,2010,2.31,1.28,0.82,0.0
831,Cool Boarders 3,cool-boarders-3,Sports,PS,989 Studios,Idol Minds Digital Entertainment,1998,2.31,1.65,0.46,0.1
839,Dead Island,dead-island,Action,PS3,Deep Silver,Techland,2011,2.29,1.08,0.74,0.15
842,Pro Evolution Soccer 2010,pro-evolution-soccer-2010,Sports,PS3,Konami,Konami,2009,2.28,0.3,1.27,0.46
846,FIFA Soccer 09,fifa-soccer-09,Sports,PS2,Electronic Arts,EA Canada,2008,2.28,0.38,0.07,0.01
847,TOCA Championship Racing,toca-championship-racing,Racing,PS,3DO,Codemasters,1998,2.28,0.07,2.0,0.02
854,Borderlands 2,borderlands-2,Shooter,PS3,2K Games,Gearbox Software,2012,2.27,1.06,0.75,0.1
855,No Man's Sky,no-mans-sky,Action-Adventure,PS4,Hello Games,Hello Games,2016,2.26,0.89,0.97,0.04
856,Cool Boarders 2,cool-boarders-2,Sports,PS,Sony Computer Entertainment,UEP Systems,1997,2.25,1.52,0.46,0.2
858,Guitar Hero III: Legends of Rock,guitar-hero-iii-legends-of-rock,Misc,PS3,RedOctane,Neversoft,2007,2.25,1.4,0.53,0.02
864,Sonic Advance,sonic-advance,Platform,GBA,Sega,Dimps Corporation / Sonic Team,2002,2.24,1.19,0.71,0.22
867,Teenage Mutant Ninja Turtles II: The Arcade Game,teenage-mutant-ninja-turtles-ii-the-arcade-game,Action,NES,Ultra Games,Konami,1990,2.23,1.74,0.25,0.21
869,Battlefield V,battlefield-v,Shooter,PS4,Electronic Arts,EA DICE,2018,2.22,0.8,0.93,0.16
874,NBA 2K14,nba-2k14,Sports,PS3,2K Sports,Visual Concepts,2013,2.22,1.45,0.34,0.04
879,Need for Speed: Hot Pursuit,need-for-speed-hot-pursuit,Racing,X360,Electronic Arts,Criterion Games,2010,2.2,1.03,0.96,0.0
886,BioShock 2,bioshock-2,Shooter,X360,2K Games,2K Marin,2010,2.2,1.45,0.54,0.02
888,Final Fantasy XIII,final-fantasy-xiii,Role-Playing,X360,Square Enix,Square Enix,2010,2.19,1.3,0.67,0.01
895,Pro Evolution Soccer 2012,pro-evolution-soccer-2012,Sports,PS3,Konami,Konami,2011,2.19,0.34,0.97,0.55
896,Saints Row,saints-row,Action,X360,THQ,Volition Inc.,2006,2.18,1.17,0.77,0.02
897,Need for Speed: Payback,need-for-speed-payback,Racing,PS4,Electronic Arts,Ghost Games,2017,2.18,0.62,1.18,0.04
900,Destiny: The Taken King,destiny-the-taken-king,Shooter,PS4,Activision,Bungie,2015,2.18,0.97,0.8,0.05
905,Scribblenauts,scribblenauts,Puzzle,DS,Warner Bros. Interactive,5TH Cell,2009,2.17,1.67,0.3,0.02
907,Need for Speed Rivals,need-for-speed-rivals,Racing,PS4,Electronic Arts,Ghost Games,2013,2.17,0.75,1.04,0.03
908,PlayStation VR Worlds,playstation-vr-worlds,Misc,PS4,Sony Interactive Entertainment,SIE London Studio,2016,2.16,0.36,1.4,0.09
912,Syphon Filter 2,syphon-filter-2,Shooter,PS,989 Studios,Eidetic,2000,2.15,1.5,0.55,0.02
913,Battlefield: Hardline,battlefield-hardline,Shooter,PS4,Electronic Arts,EA DICE,2015,2.15,0.72,0.97,0.14
927,NBA 2K12,nba-2k12,Sports,PS3,2K Sports,Visual Concepts,2011,2.13,1.62,0.27,0.05
930,Project Gotham Racing,project-gotham-racing,Racing,XB,Microsoft,Bizarre Creations,2001,2.12,1.37,0.61,0.05
932,NBA 2K11,nba-2k11,Sports,X360,2K Sports,Visual Concepts,2010,2.11,1.86,0.12,0.01
934,PES 2009: Pro Evolution Soccer,pes-2009-pro-evolution-soccer,Sports,PS3,Konami,Konami,2008,2.11,0.11,1.34,0.4
935,Need for Speed: Hot Pursuit 2,need-for-speed-hot-pursuit-2,Racing,PS2,Electronic Arts,EA Seattle,2002,2.11,1.68,0.31,0.02
936,Project Gotham Racing (JP weekly sales),project-gotham-racing-jp-weekly-sales,Racing,XB,Microsoft,Bizarre Creations,2002,2.1,1.54,0.44,0.04
943,Need for Speed: Most Wanted 5-1-0,need-for-speed-most-wanted-5-1-0,Racing,PSP,Electronic Arts,EA Black Box,2005,2.09,1.77,0.13,0.02
947,Finding Nemo,finding-nemo,Action,PS2,THQ,Traveller's Tales,2003,2.09,1.26,0.6,0.05
949,Grand Theft Auto: Episodes from Liberty City,grand-theft-auto-episodes-from-liberty-city,Adventure,PS3,Rockstar Games,Rockstar North,2010,2.09,0.62,0.99,0.13
954,Portal 2,portal-2,Shooter,X360,Valve,Valve Software,2011,2.08,1.41,0.49,0.01
959,Metal Gear Solid: Peace Walker,metal-gear-solid-peace-walker,Action,PSP,Konami,Kojima Productions,2010,2.08,0.46,0.42,0.96
963,Rise of the Tomb Raider,rise-of-the-tomb-raider,Adventure,PS4,Square Enix,Crystal Dynamics,2016,2.07,0.61,1.08,0.05
964,UFC 2009 Undisputed,ufc-2009-undisputed,Fighting,X360,THQ,Yuke's Osaka,2009,2.07,1.48,0.39,0.0
966,LittleBigPlanet 3,littlebigplanet-3,Platform,PS4,Sony Computer Entertainment,Sumo Digital,2014,2.06,0.78,0.93,0.01
968,The Incredibles,the-incredibles,Action,GBA,THQ,Helixe,2004,2.06,1.15,0.77,0.04
969,Call of Duty 2,call-of-duty-2,Shooter,X360,Activision,Infinity Ward,2005,2.06,1.84,0.04,0.01
970,Hitman: Absolution,hitman-absolution,Action,PS3,Square Enix,IO Interactive,2012,2.06,0.59,1.08,0.07
971,Toy Story 3: The Video Game,toy-story-3-the-video-game,Action,DS,Disney Interactive Studios,Avalanche Software,2010,2.06,0.89,0.95,0.02
972,R4: Ridge Racer Type 4,r4-ridge-racer-type-4,Racing,PS,Namco,Namco,1999,2.06,0.68,0.46,0.79
973,Tom Clancy's Splinter Cell: Conviction,tom-clancys-splinter-cell-conviction,Action,X360,Ubisoft,Ubisoft Montreal,2010,2.06,1.2,0.62,0.04
974,Need for Speed: Undercover,need-for-speed-undercover,Racing,PS3,Electronic Arts,EA Vancouver,2008,2.06,0.63,1.01,0.05
975,Need for Speed: ProStreet,need-for-speed-prostreet,Racing,X360,Electronic Arts,EA Black Box,2007,2.05,1.04,0.79,0.01
980,Dark Souls,dark-souls,Role-Playing,PS3,Namco Bandai,From Software,2011,2.05,0.75,0.53,0.54
981,Middle-Earth: Shadow of War,middle-earth-shadow-of-war,Action,PS4,Warner Bros. Interactive Entertainment,Monolith Productions,2017,2.04,0.82,0.84,0.06
983,Need for Speed: ProStreet,need-for-speed-prostreet,Racing,PS3,Electronic Arts,EA Black Box,2007,2.04,0.73,0.91,0.04
988,PGR4 - Project Gotham Racing 4,pgr4-project-gotham-racing-4,Racing,X360,Microsoft Game Studios,Bizarre Creations,2007,2.04,0.48,1.28,0.02
989,Dance Central 2,dance-central-2,Music,X360,Microsoft,Harmonix Music Systems,2011,2.04,1.45,0.41,0.01
990,Dragon Quest XI: Echoes of an Elusive Age,dragon-quest-xi-echoes-of-an-elusive-age,Role-Playing,PS4,Square Enix,Square Enix,2018,2.04,0.29,0.22,1.43
998,The Sims 3,the-sims-3,Simulation,PS3,Electronic Arts,The Sims Studio,2010,2.03,0.73,0.96,0.02
1004,Need for Speed: The Run,need-for-speed-the-run,Racing,PS3,Electronic Arts,EA Black Box,2011,2.01,0.58,1.05,0.03
