Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Year
10229,Project Sylpheed: Arc of Deception,project-sylpheed-arc-of-deception,Shooter,T,X360,Microsoft,Game Arts / Seta Corporation,0.15,0.12,0.01,0.02,2007
10246,Samurai Warriors: Katana,samurai-warriors-katana,Action,T,Wii,KOEI,Omega Force,0.15,0.11,0.0,0.04,2008
10247,MLB Power Pros 2008,mlb-power-pros-2008,Sports,E,PS2,2K Sports,PawaPuro Production,0.15,0.05,0.04,0.05,2008
10249,Warriors Orochi 3,warriors-orochi-3,Action,T,PS4,Tecmo Koei,Omega Force,0.15,0.04,0.05,0.04,2014
10260,Bomberman,bomberman,Puzzle,E,DS,Ubisoft,Hudson Soft,0.15,0.1,0.01,0.03,2005
10277,Toukiden 2,toukiden-2,Action,T,PSV,Tecmo Koei,Omega Force,0.15,0.02,0.0,0.13,2017
10287,One Piece Unlimited World: Red,one-piece-unlimited-world-red,Action-Adventure,T,PSV,Namco Bandai Games,Ganbarion,0.15,0.04,0.04,0.04,2014
10289,Space Invaders Extreme,space-invaders-extreme,Shooter,E,DS,Square Enix,Taito Corporation,0.15,0.12,0.01,0.01,2008
10293,FIFA 06: Road to FIFA World Cup,fifa-06-road-to-fifa-world-cup,Sports,E,X360,EA Sports,EA Canada,0.15,0.11,0.02,0.01,2005
10301,Final Fantasy XI: Vana'diel Collection 2008,final-fantasy-xi-vanadiel-collection-2008,Role-Playing,T,X360,Square Enix,Square Enix,0.15,0.13,0.0,0.01,2007
10322,Atelier Sophie: The Alchemist of the Mysterious Book,atelier-sophie-the-alchemist-of-the-mysterious-book,Role-Playing,T,PS4,Tecmo Koei,Gust,0.15,0.04,0.03,0.07,2016
10332,Farming Simulator 2013,farming-simulator-2013,Simulation,E,PS3,Focus Home Interactive,Giants Software,0.15,0.0,0.1,0.02,2013
10371,Fate/Extella: The Umbral Star,fate,Action,T,PSV,Xseed Games,Marvelous Entertainment,0.15,0.03,0.0,0.1,2017
10394,Harvest Moon: Hero of Leaf Valley,harvest-moon-hero-of-leaf-valley,Simulation,E,PSP,Natsume,Marvelous Interactive,0.15,0.07,0.02,0.05,2010
10412,Armored Core: For Answer,armored-core-for-answer,Simulation,T,X360,Ubisoft,From Software,0.15,0.06,0.01,0.07,2008
10416,Gear.Club Unlimited,gearclub-unlimited,Racing,E,NS,Microids,Eden Games,0.15,0.1,0.03,0.01,2017
10448,Metroid Prime: Federation Force,metroid-prime-federation-force,Action,T,3DS,Nintendo,Next Level Games,0.15,0.08,0.02,0.03,2016
10498,Cave Story 3D,cave-story-3d,Platform,E10,3DS,NIS America,Nicalis,0.15,0.09,0.03,0.01,2011
10522,Heroes of Mana,heroes-of-mana,Strategy,E10,DS,Square Enix,Brownie Brown,0.14,0.07,0.01,0.05,2007
10556,Arslan: The Warriors of Legend,arslan-the-warriors-of-legend,Action,T,PS4,Tecmo Koei,Koei Tecmo Games,0.14,0.03,0.04,0.06,2016
10584,F1 2011,f1-2011,Racing,E,PSV,Codemasters,Codemasters,0.14,0.03,0.08,0.01,2012
10602,Victorious Boxers: Revolution,victorious-boxers-revolution,Fighting,T,Wii,Xseed Games,Cavia Inc.,0.14,0.07,0.0,0.06,2007
10624,Xevious 3D/G+,xevious-3d,Shooter,E,PS,Namco,Namco,0.14,0.01,0.01,0.11,1997
10633,Murdered: Soul Suspect,murdered-soul-suspect,Action-Adventure,M,PS3,Square Enix,Airtight Games,0.14,0.05,0.05,0.02,2014
10635,Under Night In-Birth,under-night-in-birth,Fighting,T,PS3,Aksys Games,Ecole Software,0.14,0.07,0.01,0.05,2015
10642,Metal Slug Anthology,metal-slug-anthology,Shooter,T,Wii,SNK Playmore,Terminal Reality,0.14,0.12,0.01,0.0,2006
10662,TRINITY: Souls of Zill O'll,trinity-souls-of-zill-oll,Role-Playing,T,PS3,Tecmo Koei,Omega Force,0.14,0.06,0.03,0.03,2011
10689,Mr. Driller: Drill Spirits,mr-driller-drill-spirits,Puzzle,E,DS,Namco,Namco,0.14,0.08,0.0,0.05,2004
10702,Epidemic,epidemic,Shooter,E,PS,Sony Computer Entertainment,Genki,0.14,0.02,0.01,0.1,1996
10707,X-Blades,x-blades,Action,M,X360,SouthPeak Interactive,Gaijin Entertainment,0.14,0.1,0.02,0.02,2009
10715,Just Cause,just-cause,Action,M,X360,Eidos Interactive,Avalanche Studios,0.14,0.1,0.03,0.01,2006
10739,Dino Crisis 3,dino-crisis-3,Action,M,XB,Capcom,Capcom Production Studio 4,0.14,0.08,0.03,0.03,2003
10747,Secret Agent Clank,secret-agent-clank,Platform,E10,PSP,Sony Computer Entertainment,High Impact Games,0.14,0.04,0.04,0.04,2008
10759,Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,ultimate-muscle-the-kinnikuman-legacy-legends-vs-new-generation,Fighting,T,GC,Bandai,Aki Corporation,0.14,0.04,0.01,0.08,2003
10779,Rodea the Sky Soldier,rodea-the-sky-soldier,Action-Adventure,E10,WiiU,NIS America,Kadokawa Games,0.14,0.1,0.02,0.01,2015
10784,Shining Soul,shining-soul,Role-Playing,E,GBA,Atlus,Next Entertainment,0.14,0.03,0.01,0.09,2003
10785,Ys VIII: Lacrimosa of Dana,ys-viii-lacrimosa-of-dana,Role-Playing,T,PSV,NIS America,Falcom,0.14,0.01,0.01,0.11,2017
10791,In the Hunt,in-the-hunt,Shooter,E,PS,THQ,Xing Entertainment,0.14,0.03,0.02,0.07,1996
10793,Marvel vs. Capcom 2,marvel-vs-capcom-2,Fighting,T,XB,Capcom,Capcom,0.14,0.09,0.03,0.01,2003
10800,Deception IV: Blood Ties,deception-iv-blood-ties,Action,M,PSV,Tecmo Koei,Tecmo Koei Games,0.14,0.02,0.03,0.07,2014
10804,Valhalla Knights: Eldar Saga,valhalla-knights-eldar-saga,Role-Playing,T,Wii,Xseed Games,K2 / Kurogane,0.14,0.1,0.01,0.01,2009
10829,Metal Slug 7,metal-slug-7,Shooter,T,DS,Ignition Entertainment,SNK Playmore Corporation,0.14,0.12,0.0,0.01,2008
10830,Guilty Gear,guilty-gear,Fighting,T,PS,Atlus,Arc System Works,0.14,0.03,0.02,0.07,1998
10843,Metal Gear Solid V: Ground Zeroes,metal-gear-solid-v-ground-zeroes,Action-Adventure,M,X360,Konami Digital Entertainment,Kojima Productions,0.14,0.06,0.05,0.01,2014
10846,Naruto Shippuden: Kizuna Drive,naruto-shippuden-kizuna-drive,Action,T,PSP,Namco Bandai,Bandai Namco Games,0.14,0.04,0.03,0.05,2011
10849,X-Blades,x-blades,Action,M,PS3,SouthPeak Interactive,Gaijin Entertainment,0.14,0.07,0.03,0.02,2009
10853,Magnetica,magnetica,Puzzle,E,DS,Nintendo,Mitchell,0.14,0.08,0.01,0.03,2006
10861,Resident Evil: Revelations 2,resident-evil-revelations-2,Action,M,PSV,Sony Computer Entertainment,Capcom,0.13,0.0,0.04,0.08,2015
10894,Samurai Warriors 4-II,samurai-warriors-4-ii,Action,T,PS4,Tecmo Koei,Omega Force,0.13,0.04,0.02,0.07,2015
10913,Kororinpa: Marble Mania,kororinpa-marble-mania,Puzzle,E,Wii,Konami,Hudson Soft,0.13,0.08,0.02,0.03,2007
10978,BlazBlue: Continuum Shift II,blazblue-continuum-shift-ii,Fighting,T,PSP,Aksys Games,Arc System Works,0.13,0.03,0.02,0.07,2011
10987,Trillion: God of Destruction,trillion-god-of-destruction,Role-Playing,T,PSV,Idea Factory,Compile Heart,0.13,0.04,0.01,0.07,2016
11011,Rumble Roses XX,rumble-roses-xx,Fighting,M,X360,Konami,Yuke's Future Media Creators,0.13,0.07,0.01,0.04,2006
11017,Persona 4 Arena,persona-4-arena,Fighting,T,X360,Atlus,Arc System Works,0.13,0.08,0.01,0.03,2012
11041,Hyperdimension Neptunia U: Action Unleashed,hyperdimension-neptunia-u-action-unleashed,Action,T,PSV,Idea Factory International,Compile Heart,0.13,0.04,0.01,0.06,2015
11043,Romance of the Three Kingdoms IV: Wall of Fire,romance-of-the-three-kingdoms-iv-wall-of-fire,Strategy,E,PS,KOEI,Koei/Inis,0.13,0.05,0.03,0.04,1996
11051,MegaTagmension Blanc + Neptune VS Zombies,megatagmension-blanc-neptune-vs-zombies,Action,T,PSV,Idea Factory International,Compile Heart,0.13,0.04,0.01,0.06,2016
11064,Castlevania: Legacy of Darkness,castlevania-legacy-of-darkness,Platform,T,N64,Konami,KCEK,0.13,0.06,0.02,0.05,1999
11077,Akiba's Trip: Undead & Undressed,akibas-trip-undead-amp-undressed,Action,M,PS3,Xseed Games,Acquire,0.13,0.06,0.01,0.04,2014
11090,Eat Lead: The Return of Matt Hazard,eat-lead-the-return-of-matt-hazard,Shooter,T,PS3,D3 Publisher,Vicious Cycle,0.13,0.09,0.02,0.0,2009
11099,Steel Battalion: Heavy Armor,steel-battalion-heavy-armor,Simulation,M,X360,Capcom,From Software,0.13,0.08,0.02,0.02,2012
11114,Otogi: Myth of Demons,otogi-myth-of-demons,Action,T,XB,Sega,From Software,0.13,0.08,0.02,0.03,2003
11119,Deception IV: Blood Ties,deception-iv-blood-ties,Action,M,PS3,Tecmo Koei,Tecmo Koei Games,0.13,0.03,0.02,0.07,2014
11182,NeverDead,neverdead,Shooter,M,PS3,Konami,Rebellion Developments,0.13,0.06,0.04,0.01,2012
11217,Gladiator Begins,gladiator-begins,Action,M,PSP,Aksys Games,Acquire,0.13,0.05,0.01,0.05,2010
11218,Baroque,baroque,Role-Playing,T,PS2,Atlus,Sting,0.13,0.05,0.04,0.02,2008
11250,Killer is Dead,killer-is-dead,Action,M,X360,Xseed Games,Grasshopper Manufacture,0.13,0.09,0.02,0.01,2013
11269,Assassin's Creed Chronicles,assassins-creed-chronicles,Action,T,PSV,Ubisoft,Climax Studios,0.12,0.01,0.07,0.02,2016
11281,Eat Lead: The Return of Matt Hazard,eat-lead-the-return-of-matt-hazard,Shooter,T,X360,D3 Publisher,Vicious Cycle,0.12,0.1,0.01,0.0,2009
11319,Echo Night,echo-night,Adventure,T,PS,Agetec,From Software,0.12,0.03,0.02,0.07,1999
11322,Shantae: Half-Genie Hero,shantae-half-genie-hero,Platform,T,NS,Xseed Games,WayForward Technologies,0.12,0.09,0.01,0.01,2018
11337,The King of Fighters '98 Ultimate Match,the-king-of-fighters-98-ultimate-match,Fighting,T,PS2,Ignition Entertainment,SNK Playmore Corporation,0.12,0.04,0.03,0.03,2009
11356,Undead Knights,undead-knights,Action,M,PSP,Tecmo,Team Tachyon,0.12,0.05,0.01,0.06,2009
11376,Portal Knights,portal-knights,Role-Playing,E10,PS4,505 Games,Keen Games,0.12,0.02,0.05,0.03,2017
11384,Fire Pro Wrestling World,fire-pro-wrestling-world,Fighting,T,PS4,Spike Chunsoft,Spike Chunsoft,0.12,0.06,0.02,0.03,2018
11407,Tokyo New World Record: Operation Abyss,tokyo-new-world-record-operation-abyss,Role-Playing,M,PSV,NIS America,Experience Inc.,0.12,0.04,0.01,0.06,2015
11458,Deca Sports Extreme,deca-sports-extreme,Sports,E,3DS,Konami,Hudson Soft,0.12,0.08,0.0,0.03,2011
11463,WRC: FIA World Rally Championship,wrc-fia-world-rally-championship,Racing,E10,X360,Unknown,Milestone S.r.l,0.12,0.0,0.1,0.0,2017
11470,Tenchu: Shadow Assassins,tenchu-shadow-assassins,Action,M,PSP,Ubisoft,From Software,0.12,0.03,0.03,0.05,2009
11472,Lost Planet 3,lost-planet-3,Shooter,T,X360,Capcom,Spark Unlimited,0.12,0.07,0.04,0.01,2013
11475,The Sky Crawlers: Innocent Aces,the-sky-crawlers-innocent-aces,Simulation,T,Wii,Xseed Games,Project ACES,0.12,0.08,0.02,0.01,2010
11534,BlazBlue: Central Fiction,blazblue-central-fiction,Fighting,T,PS3,Aksys Games,Arc System Works,0.12,0.04,0.03,0.03,2016
11535,Lost Magic,lost-magic,Role-Playing,E,DS,Ubisoft,Taito Corporation,0.12,0.09,0.0,0.02,2006
11558,BlazBlue: Continuum Shift EXTEND,blazblue-continuum-shift-extend,Fighting,T,PSV,Aksys Games,Arc System Works,0.12,0.03,0.05,0.02,2012
11586,Lost in Shadow,lost-in-shadow,Platform,E10,Wii,Hudson Soft,Hudson Soft,0.12,0.09,0.0,0.01,2011
11645,F1 2002,f1-2002,Racing,E,PS2,EA Sports,Visual Sciences Ltd.,0.12,0.05,0.04,0.02,2002
11657,Transformer: Rise of the Dark Spark,transformer-rise-of-the-dark-spark,Shooter,T,PS3,Activision,Edge of Reality,0.11,0.04,0.04,0.01,2014
11682,Dokapon Kingdom,dokapon-kingdom,Role-Playing,E10,PS2,Atlus,Sting,0.11,0.05,0.04,0.02,2008
11713,Pac 'n Roll,pac-n-roll,Platform,E,DS,Namco,Namco,0.11,0.09,0.0,0.02,2005
11725,The King of Fighters XII,the-king-of-fighters-xii,Fighting,T,X360,Ignition Entertainment,SNK Playmore Corporation,0.11,0.09,0.0,0.01,2009
11753,Mana Khemia: Student Alliance,mana-khemia-student-alliance,Role-Playing,E10,PSP,Nippon Ichi Software,Gust,0.11,0.06,0.0,0.03,2009
11756,Super Swing Golf Season 2,super-swing-golf-season-2,Sports,E10,Wii,Tecmo,Ntreev Soft,0.11,0.08,0.0,0.03,2007
11791,Murakumo: Renegade Mech Pursuit,murakumo-renegade-mech-pursuit,Shooter,T,XB,Ubisoft,From Software,0.11,0.04,0.01,0.06,2003
11818,Calling,calling,Adventure,T,Wii,Hudson Soft,Hudson Soft,0.11,0.06,0.04,0.0,2010
11826,The Witch and the Hundred Knight,the-witch-and-the-hundred-knight,Role-Playing,T,PS4,NIS America,Nippon Ichi Software,0.11,0.03,0.01,0.06,2016
11833,Jake Hunter Detective Story: Memories of the Past,jake-hunter-detective-story-memories-of-the-past,Adventure,T,DS,Aksys Games,WorkJam,0.11,0.06,0.0,0.05,2009
11881,BlazBlue: Calamity Trigger Portable,blazblue-calamity-trigger-portable,Fighting,T,PSP,Aksys Games,Arc System Works,0.11,0.07,0.01,0.03,2010
11886,Odama,odama,Misc,E10,GC,Nintendo,VIVARIUM Inc.,0.11,0.07,0.02,0.02,2006
11903,Lost in Blue,lost-in-blue,Adventure,E10,DS,Konami,Konami Computer Entertainment Hawaii,0.11,0.07,0.02,0.02,2005
11946,Sacred 3,sacred-3,Role-Playing,M,PS3,Deep Silver,Keen Games,0.11,0.03,0.04,0.03,2014
11980,Prinny: Can I Really Be the Hero?,prinny-can-i-really-be-the-hero,Platform,T,PSP,NIS America,Nippon Ichi Software,0.11,0.04,0.01,0.05,2009
11993,BlazBlue: Continuum Shift II,blazblue-continuum-shift-ii,Fighting,T,3DS,Aksys Games,Arc System Works,0.11,0.05,0.02,0.04,2011
12015,Champion Jockey: G1 Jockey & Gallop Racer,champion-jockey-g1-jockey-amp-gallop-racer,Sports,E,Wii,Tecmo Koei,Tecmo Koei Games,0.11,0.06,0.03,0.01,2011
12063,Goal Storm '97,goal-storm-97,Sports,E,PS,Konami,Konami,0.11,0.01,0.0,0.09,1997
12070,Guilty Gear Xrd -Revelator-,guilty-gear-xrd-revelator-,Fighting,T,PS3,Aksys Games,Arc System Works,0.11,0.03,0.02,0.04,2016
12101,Assassin's Creed Chronicles,assassins-creed-chronicles,Action,T,PS4,Ubisoft,Climax Studios,0.11,0.02,0.05,0.02,2016
12111,Carnage Heart,carnage-heart,Strategy,E,PS,Sony Computer Entertainment,ArtDink,0.11,0.01,0.01,0.09,1997
12120,Viewtiful Joe: Double Trouble!,viewtiful-joe-double-trouble,Action,T,DS,Capcom,Clover Studio,0.11,0.08,0.0,0.01,2005
12140,Project: Horned Owl,project-horned-owl,Shooter,T,PS,Sony Computer Entertainment,Alfa System,0.11,0.03,0.02,0.05,1996
12206,Gallop Racer 2006,gallop-racer-2006,Sports,E,PS2,Tecmo,Tecmo,0.1,0.02,0.02,0.06,2006
12215,Blades of Time,blades-of-time,Action,T,X360,Konami Digital Entertainment,Gaijin Games Inc.,0.1,0.07,0.02,0.0,2012
12220,JU-ON: The Grudge,ju-on-the-grudge,Adventure,M,Wii,Xseed Games,FeelPlus,0.1,0.07,0.01,0.01,2009
12228,Exit DS,exit-ds,Puzzle,E,DS,Taito,Taito Corporation,0.1,0.09,0.0,0.01,2008
12244,The Seven Deadly Sins: Knights of Britannia,the-seven-deadly-sins-knights-of-britannia,Fighting,T,PS4,Bandai Namco Entertainment,Natsume Atari,0.1,0.05,0.02,0.02,2018
12247,G1 Jockey 3,g1-jockey-3,Sports,E,PS2,KOEI,Koei/Inis,0.1,0.02,0.01,0.07,2003
12330,Baten Kaitos Origins,baten-kaitos-origins,Role-Playing,T,GC,Nintendo,tri-Crescendo / Monolith Soft,0.1,0.06,0.02,0.02,2006
12331,Eve Of Extinction,eve-of-extinction,Fighting,T,PS2,Eidos Interactive,Yuke's Future Media Creators,0.1,0.04,0.03,0.02,2002
12339,Zone of the Enders: The 2nd Runner MARS,zone-of-the-enders-the-2nd-runner-mars,Simulation,T,PS4,Konami,Cygames,0.1,0.05,0.01,0.03,2018
12361,Monster Rancher EVO,monster-rancher-evo,Role-Playing,E10,PS2,Tecmo,Tecmo,0.1,0.02,0.02,0.05,2006
12408,NAtURAL DOCtRINE,natural-doctrine,Role-Playing,M,PS4,NIS America,Kadokawa Games,0.1,0.05,0.02,0.02,2014
12414,Sudden Strike 4,sudden-strike-4,Strategy,T,PS4,Kalypso Media,Kite Games,0.1,0.05,0.03,0.01,2017
12418,Dragonseeds,dragonseeds,Action,T,PS,Jaleco,Unknown,0.1,0.03,0.02,0.04,1998
12426,Bullet Witch,bullet-witch,Shooter,M,X360,Atari,Cavia Inc.,0.1,0.07,0.01,0.02,2007
12483,Guilty Gear Xrd REV 2,guilty-gear-xrd-rev-2,Fighting,T,PS4,Aksys Games,Arc System Works,0.1,0.04,0.01,0.03,2017
12484,Contact,contact,Role-Playing,E10,DS,Atlus,Grasshopper Manufacture,0.1,0.07,0.0,0.03,2006
12499,Opoona,opoona,Role-Playing,E10,Wii,KOEI,ArtePiazza,0.1,0.08,0.0,0.01,2008
12524,NeverDead,neverdead,Shooter,M,X360,Konami,Rebellion Developments,0.1,0.06,0.03,0.0,2012
12555,Dead or Alive 5 Last Round,dead-or-alive-5-last-round,Fighting,M,XOne,Tecmo Koei,Team Ninja,0.1,0.05,0.03,0.01,2015
12557,Blue Dragon: Awakened Shadow,blue-dragon-awakened-shadow,Role-Playing,E10,DS,D3 Publisher,Mistwalker Corporation / tri-Crescendo / Bird Studio,0.1,0.06,0.0,0.03,2010
12572,Shadow Tower,shadow-tower,Role-Playing,T,PS,Agetec,From Software,0.1,0.01,0.01,0.07,1999
12591,The Legend of Heroes: Trails in the Sky,the-legend-of-heroes-trails-in-the-sky,Role-Playing,T,PSP,Xseed Games,Nihon Falcom Corporation,0.1,0.06,0.0,0.03,2011
12596,Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,ultimate-muscle-the-kinnikuman-legacy-the-path-of-the-superhero,Fighting,T,GBA,Bandai,Banpresto,0.1,0.05,0.02,0.03,2003
12605,Hyperdimension Idol Neptunia PP,hyperdimension-idol-neptunia-pp,Simulation,T,PSV,Namco Bandai Games,Idea Factory,0.1,0.02,0.02,0.04,2014
12619,Steel Battalion,steel-battalion,Simulation,T,XB,Capcom,"Capcom Production Studio 4 / Nude Maker Co., Ltd.",0.1,0.05,0.02,0.02,2002
12641,Lost Dimension,lost-dimension,Role-Playing,T,PSV,Atlus,Lancarse,0.1,0.04,0.02,0.02,2015
12675,Populous DS,populous-ds,Strategy,E10,DS,Xseed Games,Genki,0.09,0.07,0.0,0.02,2008
12690,Arcania: Gothic 4,arcania-gothic-4,Role-Playing,T,X360,JoWood Productions,Spellbound Entertainment AG,0.09,0.04,0.04,0.01,2010
12691,Forever Kingdom,forever-kingdom,Role-Playing,T,PS2,Agetec,From Software,0.09,0.02,0.02,0.04,2002
12733,Space Invaders Extreme,space-invaders-extreme,Shooter,E,PSP,Square Enix,"GULTI co.,ltd.",0.09,0.06,0.02,0.01,2008
12764,Earth Defense Force 2: Invaders from Planet Space,earth-defense-force-2-invaders-from-planet-space,Action,T,PSV,Xseed Games,Sandlot,0.09,0.04,0.0,0.04,2015
12820,Riviera: The Promised Land,riviera-the-promised-land,Role-Playing,T,PSP,Atlus,Sting,0.09,0.07,0.0,0.02,2007
12851,Last Rebellion,last-rebellion,Role-Playing,T,PS3,NIS America,Hit Maker,0.09,0.06,0.01,0.01,2010
12856,Lock's Quest,locks-quest,Strategy,E,DS,THQ,5TH Cell,0.09,0.08,0.0,0.0,2008
12864,Fullmetal Alchemist: Dual Sympathy,fullmetal-alchemist-dual-sympathy,Role-Playing,T,DS,Destineer,Bandai,0.09,0.05,0.0,0.04,2006
12874,Castlevania Dracula X,castlevania-dracula-x,Platform,E,SNES,Konami,Konami,0.09,0.03,0.01,0.05,1995
12882,Quantum Theory,quantum-theory,Shooter,M,X360,Tecmo Koei,Team Tachyon,0.09,0.06,0.02,0.0,2010
12911,Mystic Heroes,mystic-heroes,Action,T,GC,KOEI,Koei,0.09,0.03,0.01,0.04,2002
12935,Pro Evolution Soccer 2018,pro-evolution-soccer-2018,Sports,E,PS3,Konami Digital Entertainment,Konami Digital Entertainment,0.09,0.01,0.04,0.03,2017
12959,R-Type Command,r-type-command,Strategy,E10,PSP,Atlus,Irem Software Engineering,0.09,0.07,0.0,0.01,2008
12966,Crimson Sea,crimson-sea,Action,T,XB,KOEI,Koei,0.09,0.04,0.01,0.04,2002
12996,Battle Fantasia,battle-fantasia,Fighting,T,X360,Aksys Games,Arc System Works,0.09,0.07,0.0,0.01,2008
13005,Grand Kingdom,grand-kingdom,Role-Playing,T,PSV,NIS America,Monochrome Corporation,0.09,0.02,0.01,0.05,2016
13028,NBA 2K18,nba-2k18,Sports,E10,PS3,2K Sports,Visual Concepts,0.09,0.06,0.01,0.01,2017
13042,Criminal Girls 2: Party Favors,criminal-girls-2-party-favors,Role-Playing,M,PSV,NIS America,Nippon Ichi Software,0.09,0.03,0.01,0.03,2016
13057,Theme Hospital,theme-hospital,Strategy,E,PS,Electronic Arts,Krisalis Software,0.09,0.03,0.02,0.03,1998
13060,Shining Resonance Refrain,shining-resonance-refrain,Role-Playing,T,NS,Sega,Media.Vision,0.09,0.05,0.01,0.01,2018
13076,Killer7,killer7,Action,M,PS2,Capcom,Grasshopper Manufacture,0.09,0.04,0.03,0.0,2005
13089,Bomberman Land Touch!,bomberman-land-touch,Puzzle,E,DS,Atlus,Hudson Soft,0.09,0.04,0.0,0.04,2006
13105,Guilty Gear XX Accent Core Plus,guilty-gear-xx-accent-core-plus,Fighting,T,PSP,Aksys Games,Arc System Works,0.08,0.03,0.01,0.04,2009
13120,Lost Dimension,lost-dimension,Role-Playing,T,PS3,Atlus,Lancarse,0.08,0.06,0.01,0.0,2015
13274,Tokyo Twilight Ghost Hunters,tokyo-twilight-ghost-hunters,Visual Novel,T,PSV,Aksys Games,Toybox Games,0.08,0.04,0.01,0.02,2015
13291,The King of Fighters 2006,the-king-of-fighters-2006,Fighting,T,PS2,SNK Playmore,SNK Playmore Corporation,0.08,0.01,0.01,0.05,2006
13318,Shining Resonance Refrain,shining-resonance-refrain,Role-Playing,T,PS4,Sega,Media.Vision,0.08,0.03,0.01,0.04,2018
13392,A-Train,a-train,Strategy,E,PS,Maxis,ArtDink,0.08,0.02,0.01,0.04,1996
13396,Earth Defense Force 2017,earth-defense-force-2017,Shooter,T,X360,D3 Publisher,Sandlot,0.08,0.04,0.01,0.03,2007
13427,Final Fantasy XI: Vana'diel Collection 2008,final-fantasy-xi-vanadiel-collection-2008,Role-Playing,T,PS2,Square Enix,Square Enix,0.08,0.03,0.03,0.01,2007
13445,New International Track & Field,new-international-track-amp-field,Sports,E10,DS,Konami,Sumo Digital,0.08,0.07,0.0,0.0,2008
13573,Elebits: The Adventures of Kai and Zero,elebits-the-adventures-of-kai-and-zero,Adventure,E,DS,Konami,Konami,0.08,0.07,0.0,0.0,2009
13580,WRC 6,wrc-6,Racing,E,PS4,Namco Bandai Games,Bigben Interactive,0.08,0.03,0.02,0.01,2017
13583,The Legend of Kage 2,the-legend-of-kage-2,Action,E10,DS,Taito,Taito Corporation,0.08,0.07,0.0,0.0,2008
13590,Baroque,baroque,Role-Playing,T,Wii,Atlus,Sting,0.08,0.07,0.0,0.0,2008
13614,God Wars: Future Past,god-wars-future-past,Role-Playing,T,PS4,NIS America,Kadokawa Games,0.07,0.03,0.01,0.02,2017
13766,The Rub Rabbits!,the-rub-rabbits,Puzzle,T,DS,Sega,Sonic Team,0.07,0.03,0.0,0.04,2006
13869,Mugen Souls Z,mugen-souls-z,Role-Playing,T,PS3,NIS America,Compile Heart,0.07,0.02,0.01,0.04,2014
13907,Tank! Tank! Tank!,tank-tank-tank,Misc,E10,WiiU,Namco Bandai Games,Namco Bandai Games,0.07,0.02,0.01,0.05,2012
13944,Sushi Striker: The Way of Sushido,sushi-striker-the-way-of-sushido,Puzzle,E,NS,Nintendo,Indies Zero,0.07,0.02,0.01,0.03,2018
13992,Dynasty Warriors DS: Fighter's Battle,dynasty-warriors-ds-fighters-battle,Action,E10,DS,KOEI,Omega Force,0.07,0.04,0.0,0.03,2007
14002,NAtURAL DOCtRINE,natural-doctrine,Role-Playing,M,PSV,NIS America,Kadokawa Games,0.07,0.02,0.01,0.03,2014
14043,Dragon Ball Z: Battle of Z,dragon-ball-z-battle-of-z,Fighting,T,X360,Namco Bandai Games,ArtDink,0.07,0.01,0.05,0.0,2014
14053,Dragoneer's Aria,dragoneers-aria,Role-Playing,E10,PSP,NIS America,Hit Maker,0.07,0.02,0.0,0.05,2007
14108,BlazBlue: Cross Tag Battle,blazblue-cross-tag-battle,Fighting,T,NS,Arc System Works,Arc System Works,0.07,0.04,0.01,0.01,2018
14113,Criminal Girls: Invite Only,criminal-girls-invite-only,Role-Playing,M,PSV,NIS America,Nippon Ichi Software,0.07,0.01,0.01,0.04,2015
14169,Lost in Blue 2,lost-in-blue-2,Adventure,E10,DS,Konami,Konami Computer Entertainment Hawaii,0.07,0.01,0.01,0.05,2007
14171,RPG Maker: Fes,rpg-maker-fes,Role-Playing,E10,3DS,NIS America,Kadokawa Games,0.07,0.03,0.0,0.02,2017
14182,Tokyo Twilight Ghost Hunters,tokyo-twilight-ghost-hunters,Visual Novel,T,PS3,Aksys Games,Toybox Games,0.07,0.03,0.0,0.02,2015
14191,Mary Skelter: Nightmares,mary-skelter-nightmares,Role-Playing,M,PSV,Idea Factory,Compile Heart,0.06,0.01,0.0,0.04,2017
14210,Fist of the North Star: Ken's Rage 2,fist-of-the-north-star-kens-rage-2,Action,M,X360,Tecmo Koei,Koei,0.06,0.03,0.01,0.02,2013
14229,Escape from Bug Island,escape-from-bug-island,Action,M,Wii,Eidos Interactive,Spike,0.06,0.04,0.01,0.01,2007
14237,Nights of Azure 2: Bride of the New Moon,nights-of-azure-2-bride-of-the-new-moon,Action,T,NS,Tecmo Koei,Gust,0.06,0.02,0.02,0.01,2017
