Rank,Name,basename,Genre,Platform,Publisher,Developer,Critic_Score,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Year
7960,Disney Epic Mickey 2: The Power of Two,disney-epic-mickey-2-the-power-of-two,Platform,WiiU,Disney Interactive Studios,Junction Point Studios,5.9,0.24,0.13,0.08,0.01,2012
7977,Ar tonelico Qoga: Knell of Ar Ciel,ar-tonelico-qoga-knell-of-ar-ciel,Role-Playing,PS3,NIS America,Gust,7.0,0.24,0.08,0.01,0.13,2011
7978,Dynasty Warriors 6 Empires,dynasty-warriors-6-empires,Action,X360,KOEI,Omega Force,6.3,0.24,0.16,0.02,0.04,2009
7981,Singularity,singularity,Shooter,PS3,Activision,Raven Software,7.8,0.24,0.17,0.03,0.01,2010
7986,Disgaea: Afternoon of Darkness,disgaea-afternoon-of-darkness,Role-Playing,PSP,NIS America,Nippon Ichi Software,8.7,0.24,0.15,0.02,0.04,2007
8009,Hot Shots Tennis: Get a Grip,hot-shots-tennis-get-a-grip,Sports,PSP,Sony Computer Entertainment,Clap Hanz,8.0,0.23,0.08,0.0,0.13,2010
8045,Cross Edge,cross-edge,Role-Playing,PS3,NIS America,Compile Heart,5.4,0.23,0.14,0.02,0.05,2009
8051,Attack on Titan 2,attack-on-titan-2,Action,NS,Koei Tecmo,Omega Force,7.0,0.23,0.12,0.02,0.08,2018
8058,Meteos,meteos,Puzzle,DS,Nintendo,Q Entertainment,8.8,0.23,0.15,0.01,0.06,2005
8090,Me & My Katamari,me-amp-my-katamari,Puzzle,PSP,Namco,Namco,7.2,0.23,0.13,0.01,0.08,2006
8114,Dynasty Warriors: Strikeforce,dynasty-warriors-strikeforce,Action,X360,Tecmo Koei,Omega Force,7.3,0.23,0.13,0.06,0.02,2010
8145,Lunar Knights,lunar-knights,Role-Playing,DS,Konami,Kojima Productions,8.2,0.23,0.17,0.01,0.04,2007
8189,Valhalla Knights 2,valhalla-knights-2,Role-Playing,PSP,Xseed Games,K2 LLC,5.0,0.23,0.09,0.0,0.12,2008
8213,Risen 2: Dark Waters,risen-2-dark-waters,Role-Playing,PS3,Deep Silver,Piranha Bytes,5.5,0.23,0.04,0.14,0.01,2012
8260,Code Name: S.T.E.A.M.,code-name-steam,Strategy,3DS,Nintendo,Intelligent Systems,8.0,0.22,0.14,0.05,0.02,2015
8265,Breath of Fire,breath-of-fire,Role-Playing,GBA,Capcom,Capcom,7.8,0.22,0.11,0.04,0.06,2001
8268,Attack on Titan 2,attack-on-titan-2,Action,PS4,Koei Tecmo,Omega Force,7.8,0.22,0.09,0.04,0.06,2018
8285,Galactic Wrestling: Featuring Ultimate Muscle,galactic-wrestling-featuring-ultimate-muscle,Fighting,PS2,Bandai,Aki Corporation,7.3,0.22,0.03,0.02,0.17,2004
8293,Life Is Strange: Before the Storm,life-is-strange-before-the-storm,Adventure,PS4,Square Enix,Deck Nine,7.5,0.22,0.11,0.06,0.02,2018
8300,Resident Evil: Revelations,resident-evil-revelations,Shooter,WiiU,Capcom,Capcom,7.5,0.22,0.09,0.08,0.03,2013
8308,Dragon Quest Builders: Revive Alefgard,dragon-quest-builders-revive-alefgard,Role-Playing,NS,Square Enix,Square Enix,8.0,0.22,0.07,0.07,0.07,2018
8351,Kartia: The Word of Fate,kartia-the-word-of-fate,Strategy,PS,Atlus,Atlus Co.,7.9,0.22,0.05,0.03,0.12,1998
8384,Tropico 3,tropico-3,Strategy,X360,Kalypso,Haemimont Games,7.7,0.22,0.15,0.02,0.03,2010
8410,Hunted: The Demon's Forge,hunted-the-demons-forge,Role-Playing,X360,Bethesda Softworks,InXile Entertainment,6.0,0.22,0.13,0.07,0.0,2011
8411,Afrika,afrika,Adventure,PS3,Natsume,Rhino Studios,6.0,0.22,0.12,0.0,0.08,2009
8515,Fate/Extella: The Umbral Star,fate,Action,NS,Xseed Games,Marvelous Entertainment,8.0,0.21,0.1,0.06,0.04,2017
8518,Radiant Historia: Perfect Chronology,radiant-historia-perfect-chronology,Role-Playing,3DS,Atlus,Atlus,8.1,0.21,0.11,0.03,0.06,2018
8522,50 Cent: Blood on the Sand,50-cent-blood-on-the-sand,Shooter,X360,THQ,Swordfish Studios,7.3,0.21,0.12,0.07,0.0,2009
8539,Ninja Gaiden: Dragon Sword,ninja-gaiden-dragon-sword,Action,DS,Tecmo,Team Ninja,8.0,0.21,0.16,0.01,0.02,2008
8545,Tekken 3D: Prime Edition,tekken-3d-prime-edition,Fighting,3DS,Namco Bandai,Namco Bandai Games,6.5,0.21,0.06,0.08,0.05,2012
8586,Vampire Rain,vampire-rain,Action,X360,AQ Interactive,Artoon,3.9,0.21,0.18,0.0,0.01,2007
8616,Final Fantasy Fables: Chocobo's Dungeon,final-fantasy-fables-chocobos-dungeon,Role-Playing,Wii,Square Enix,High Horse Entertainment,7.4,0.21,0.09,0.0,0.11,2008
8617,Blue Dragon Plus,blue-dragon-plus,Role-Playing,DS,Ignition Entertainment,Mistwalker Corporation / Brownie Brown Inc. / Feelplus Inc.,6.5,0.21,0.12,0.03,0.05,2009
8645,Dead to Rights: Retribution,dead-to-rights-retribution,Shooter,X360,Namco Bandai,Volatile Games,5.7,0.21,0.11,0.08,0.0,2010
8648,Tenchu: Shadow Assassins,tenchu-shadow-assassins,Action,Wii,Ubisoft,Acquire,7.0,0.21,0.15,0.01,0.03,2009
8658,Final Fight One,final-fight-one,Fighting,GBA,Capcom,Capcom,8.2,0.21,0.09,0.03,0.08,2001
8708,Kung Fu Rider,kung-fu-rider,Action,PS3,Sony Computer Entertainment,SCE Japan Studio,4.3,0.2,0.06,0.1,0.01,2010
8747,Dark Messiah of Might and Magic Elements,dark-messiah-of-might-and-magic-elements,Role-Playing,X360,Ubisoft,Arkane Studios / Floodgate Entertainment / Kuju Entertainment,5.0,0.2,0.16,0.02,0.01,2008
8752,Infinite Space,infinite-space,Role-Playing,DS,Sega,PlatinumGames / Nude Maker,7.2,0.2,0.06,0.05,0.07,2010
8755,DanceMasters,dancemasters,Misc,X360,Konami,GCP1,6.2,0.2,0.15,0.02,0.02,2010
8765,Dragon Ball: Revenge of King Piccolo,dragon-ball-revenge-of-king-piccolo,Action,Wii,Namco Bandai,Bandai Namco Games,6.1,0.2,0.12,0.03,0.03,2009
8770,Ogre Battle Saga Episode Five: The March of the Black Queen,ogre-battle-saga-episode-five-the-march-of-the-black-queen,Role-Playing,PS,Atlus,Quest Corporation,7.6,0.2,0.06,0.04,0.09,1997
8788,Warriors Orochi,warriors-orochi,Action,PSP,KOEI,Omega Force / Koei Canada,6.4,0.2,0.02,0.0,0.18,2008
8790,Earth Defense Force: Insect Armageddon,earth-defense-force-insect-armageddon,Shooter,PS3,D3 Publisher,Vicious Cycle,6.6,0.2,0.06,0.04,0.08,2011
8842,Ridge Racer 6,ridge-racer-6,Racing,X360,Namco,Namco,7.9,0.2,0.1,0.02,0.07,2005
8862,Dante's Inferno,dantes-inferno,Action,PSP,Electronic Arts,Visceral Games,6.6,0.2,0.12,0.04,0.01,2010
8864,Arcana Heart 3,arcana-heart-3,Fighting,PS3,Aksys Games,Examu Inc.,7.0,0.2,0.04,0.05,0.1,2014
8875,Solatorobo: Red the Hunter,solatorobo-red-the-hunter,Role-Playing,DS,Xseed Games,CyberConnect2,7.6,0.2,0.08,0.04,0.07,2011
8899,Armored Core 4,armored-core-4,Simulation,PS3,Sega,From Software,6.6,0.2,0.09,0.0,0.09,2007
8903,No More Heroes: Heroes' Paradise,no-more-heroes-heroes-paradise,Action,PS3,Konami,FeelPlus,7.4,0.2,0.1,0.04,0.04,2011
8927,Mana Khemia 2: Fall of Alchemy,mana-khemia-2-fall-of-alchemy,Role-Playing,PS2,NIS America,Gust,8.2,0.2,0.07,0.05,0.05,2009
8929,Dead or Alive Paradise,dead-or-alive-paradise,Misc,PSP,Tecmo,Team Ninja,4.5,0.2,0.08,0.02,0.07,2010
8945,Pac-Man & Galaga Dimensions,pac-man-amp-galaga-dimensions,Action,3DS,Namco Bandai,Namco Bandai Games,5.7,0.19,0.1,0.04,0.04,2011
8946,Valkyria Chronicles 4,valkyria-chronicles-4,Strategy,NS,Sega,Sega,8.6,0.19,0.12,0.04,0.02,2018
8978,Dynasty Warriors: Gundam 2,dynasty-warriors-gundam-2,Action,X360,Namco Bandai,Omega Force,5.6,0.19,0.07,0.03,0.08,2009
9000,Space Invaders Extreme 2,space-invaders-extreme-2,Shooter,DS,Taito,Taito Corporation,8.1,0.19,0.17,0.01,0.0,2009
9025,Majin and the Forsaken Kingdom,majin-and-the-forsaken-kingdom,Adventure,X360,Namco Bandai,Game Republic,7.0,0.19,0.14,0.03,0.0,2010
9061,Project X Zone 2,project-x-zone-2,Role-Playing,3DS,Namco Bandai Games,Monolith Soft,6.6,0.19,0.06,0.04,0.09,2016
9066,Captain Toad: Treasure Tracker,captain-toad-treasure-tracker,Puzzle,3DS,Nintendo,Nintendo EPD,8.5,0.19,0.06,0.04,0.08,2018
9098,50 Cent: Blood on the Sand,50-cent-blood-on-the-sand,Shooter,PS3,THQ,Swordfish Studios,7.2,0.19,0.1,0.06,0.01,2009
9123,Street Fighter 30th Anniversary Collection,street-fighter-30th-anniversary-collection,Fighting,NS,Capcom,Capcom,8.5,0.19,0.12,0.04,0.01,2018
9127,Armored Core: For Answer,armored-core-for-answer,Simulation,PS3,Ubisoft,From Software,6.1,0.19,0.06,0.02,0.1,2008
9159,Dynasty Warriors Gundam,dynasty-warriors-gundam,Action,X360,Namco Bandai,Omega Force,6.0,0.19,0.15,0.01,0.02,2007
9170,Tekken Tag Tournament 2,tekken-tag-tournament-2,Fighting,WiiU,Namco Bandai Games,Bandai Namco Games,8.1,0.19,0.09,0.07,0.01,2012
9188,Earth Defense Force: Insect Armageddon,earth-defense-force-insect-armageddon,Shooter,X360,D3 Publisher,Vicious Cycle,6.7,0.19,0.1,0.04,0.03,2011
9193,Half-Minute Hero,half-minute-hero,Role-Playing,PSP,Xseed Games,Opus Studio,8.5,0.19,0.08,0.02,0.07,2009
9203,Shadows of the Damned,shadows-of-the-damned,Action,X360,Electronic Arts,Grasshopper Manufacture,7.6,0.19,0.1,0.06,0.01,2011
9236,Samurai Warriors: State of War,samurai-warriors-state-of-war,Action,PSP,KOEI,Omega Force,6.5,0.19,0.07,0.0,0.11,2006
9242,The Munchables,the-munchables,Action,Wii,Namco Bandai,Namco Bandai Games,8.0,0.18,0.17,0.0,0.0,2009
9272,Disgaea DS,disgaea-ds,Role-Playing,DS,NIS America,Nippon Ichi Software,8.0,0.18,0.11,0.01,0.05,2008
9280,Ar tonelico 2: Melody of Metafalica,ar-tonelico-2-melody-of-metafalica,Role-Playing,PS2,NIS America,Gust,7.2,0.18,0.04,0.03,0.11,2009
9321,Call of Juarez,call-of-juarez,Shooter,X360,Ubisoft,Techland,6.9,0.18,0.14,0.02,0.0,2007
9325,Resident Evil: Revelations,resident-evil-revelations,Action,PS4,Capcom,Capcom,7.2,0.18,0.06,0.06,0.04,2017
9366,Metal Gear Ac!d 2,metal-gear-acd-2,Strategy,PSP,Konami,Kojima Productions,8.3,0.18,0.11,0.01,0.05,2006
9382,Trinity Universe,trinity-universe,Role-Playing,PS3,NIS America,Nippon Ichi Software / Gust,6.2,0.18,0.07,0.06,0.03,2010
9433,Naruto Shippuden: Dragon Blade Chronicles,naruto-shippuden-dragon-blade-chronicles,Action,Wii,Atlus,8ing/Raizing,4.3,0.18,0.11,0.02,0.05,2010
9474,Dynasty Warriors: Gundam 3,dynasty-warriors-gundam-3,Action,X360,Tecmo Koei,Omega Force,6.5,0.18,0.11,0.03,0.02,2011
9482,Velvet Assassin,velvet-assassin,Shooter,X360,SouthPeak Interactive,Replay Studios,5.3,0.18,0.14,0.02,0.01,2009
9583,Let's TAP,lets-tap,Misc,Wii,Sega,PROPE,7.0,0.17,0.08,0.06,0.01,2009
9679,The Cursed Crusade,the-cursed-crusade,Action,PS3,Atlus,Kylotonn Entertainment,4.0,0.17,0.07,0.07,0.01,2011
9732,Clock Tower II: The Struggle Within,clock-tower-ii-the-struggle-within,Adventure,PS,Agetec,Human Entertainment,4.4,0.17,0.02,0.01,0.12,1999
9749,Bomberman Land,bomberman-land,Misc,Wii,Hudson Soft,Hudson Soft,6.0,0.17,0.11,0.02,0.03,2008
9761,Lost Kingdoms,lost-kingdoms,Role-Playing,GC,Activision,From Software,7.3,0.17,0.1,0.02,0.04,2002
9789,Zoo Keeper,zoo-keeper,Puzzle,DS,Ignition Entertainment,"Buddiez, Inc.",7.2,0.17,0.1,0.01,0.05,2005
9804,Cubivore: Survival of the Fittest,cubivore-survival-of-the-fittest,Adventure,GC,Atlus,Saru Brunei / Intelligent Systems,7.1,0.17,0.01,0.0,0.15,2002
9825,Castlevania Judgment,castlevania-judgment,Fighting,Wii,Konami,Konami / Eighting,4.6,0.16,0.12,0.02,0.01,2008
9840,Clash of the Titans: The Videogame,clash-of-the-titans-the-videogame,Action,X360,Namco Bandai,Game Republic,3.8,0.16,0.08,0.06,0.0,2010
9865,Guilty Gear Judgment,guilty-gear-judgment,Fighting,PSP,Majesco,Arc System Works,7.5,0.16,0.13,0.0,0.02,2006
9882,El Shaddai: Ascension of the Metatron,el-shaddai-ascension-of-the-metatron,Action,X360,Ignition Entertainment,Ignition Entertainment,8.0,0.16,0.07,0.05,0.03,2011
9890,Marble Saga: Kororinpa,marble-saga-kororinpa,Puzzle,Wii,Konami,Hudson Soft,7.4,0.16,0.09,0.05,0.0,2009
9942,The King of Fighters XII,the-king-of-fighters-xii,Fighting,PS3,Ignition Entertainment,SNK Playmore Corporation,6.0,0.16,0.11,0.01,0.03,2009
9963,Klonoa,klonoa,Platform,Wii,Namco Bandai,Paon Corporation,7.6,0.16,0.1,0.02,0.03,2009
9973,Innocent Life: A Futuristic Harvest Moon,innocent-life-a-futuristic-harvest-moon,Simulation,PSP,Natsume,ArtePiazza,6.5,0.16,0.08,0.03,0.03,2007
10015,Custom Robo Arena,custom-robo-arena,Fighting,DS,Nintendo,Noise Inc.,7.4,0.16,0.01,0.02,0.12,2007
10029,Konami Krazy Racers,konami-krazy-racers,Racing,GBA,Konami,KCEK,7.7,0.16,0.09,0.03,0.04,2001
10045,Dragon Ball: Origins 2,dragon-ball-origins-2,Action,DS,Namco Bandai,Game Republic,6.9,0.16,0.05,0.02,0.08,2010
10058,Naruto Powerful Shippuden,naruto-powerful-shippuden,Action-Adventure,3DS,Namco Bandai Games,Namco Bandai Games,8.0,0.16,0.08,0.02,0.04,2013
10066,Castlevania: Lords of Shadow - Mirror of Fate,castlevania-lords-of-shadow-mirror-of-fate,Action-Adventure,3DS,Konami Digital Entertainment,Mercury Steam,7.2,0.16,0.04,0.08,0.03,2013
10096,Arcana Heart,arcana-heart,Fighting,PS2,Atlus,Examu Inc.,8.1,0.16,0.06,0.05,0.04,2008
10100,Xenoblade Chronicles 2: Torna ~ The Golden Country,xenoblade-chronicles-2-torna-the-golden-country,Role-Playing,NS,Nintendo,Monolith Soft,7.5,0.16,0.08,0.05,0.02,2018
10113,Gravity Rush Remastered,gravity-rush-remastered,Action-Adventure,PS4,Sony Computer Entertainment,Bluepoint Games,7.9,0.16,0.02,0.06,0.05,2016
10123,Fist of the North Star: Ken's Rage,fist-of-the-north-star-kens-rage,Action,X360,Tecmo Koei,Tecmo Koei Games,5.4,0.16,0.07,0.02,0.06,2010
10229,Project Sylpheed: Arc of Deception,project-sylpheed-arc-of-deception,Shooter,X360,Microsoft,Game Arts / Seta Corporation,6.7,0.15,0.12,0.01,0.02,2007
10289,Space Invaders Extreme,space-invaders-extreme,Shooter,DS,Square Enix,Taito Corporation,8.3,0.15,0.12,0.01,0.01,2008
10293,FIFA 06: Road to FIFA World Cup,fifa-06-road-to-fifa-world-cup,Sports,X360,EA Sports,EA Canada,6.1,0.15,0.11,0.02,0.01,2005
10412,Armored Core: For Answer,armored-core-for-answer,Simulation,X360,Ubisoft,From Software,6.5,0.15,0.06,0.01,0.07,2008
10416,Gear.Club Unlimited,gearclub-unlimited,Racing,NS,Microids,Eden Games,6.1,0.15,0.1,0.03,0.01,2017
10448,Metroid Prime: Federation Force,metroid-prime-federation-force,Action,3DS,Nintendo,Next Level Games,6.3,0.15,0.08,0.02,0.03,2016
10498,Cave Story 3D,cave-story-3d,Platform,3DS,NIS America,Nicalis,8.2,0.15,0.09,0.03,0.01,2011
10522,Heroes of Mana,heroes-of-mana,Strategy,DS,Square Enix,Brownie Brown,6.4,0.14,0.07,0.01,0.05,2007
10602,Victorious Boxers: Revolution,victorious-boxers-revolution,Fighting,Wii,Xseed Games,Cavia Inc.,5.8,0.14,0.07,0.0,0.06,2007
10662,TRINITY: Souls of Zill O'll,trinity-souls-of-zill-oll,Role-Playing,PS3,Tecmo Koei,Omega Force,5.5,0.14,0.06,0.03,0.03,2011
10707,X-Blades,x-blades,Action,X360,SouthPeak Interactive,Gaijin Entertainment,6.0,0.14,0.1,0.02,0.02,2009
10715,Just Cause,just-cause,Action,X360,Eidos Interactive,Avalanche Studios,7.3,0.14,0.1,0.03,0.01,2006
10747,Secret Agent Clank,secret-agent-clank,Platform,PSP,Sony Computer Entertainment,High Impact Games,7.0,0.14,0.04,0.04,0.04,2008
10759,Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,ultimate-muscle-the-kinnikuman-legacy-legends-vs-new-generation,Fighting,GC,Bandai,Aki Corporation,8.0,0.14,0.04,0.01,0.08,2003
10779,Rodea the Sky Soldier,rodea-the-sky-soldier,Action-Adventure,WiiU,NIS America,Kadokawa Games,7.0,0.14,0.1,0.02,0.01,2015
10804,Valhalla Knights: Eldar Saga,valhalla-knights-eldar-saga,Role-Playing,Wii,Xseed Games,K2 / Kurogane,3.5,0.14,0.1,0.01,0.01,2009
10829,Metal Slug 7,metal-slug-7,Shooter,DS,Ignition Entertainment,SNK Playmore Corporation,6.9,0.14,0.12,0.0,0.01,2008
10843,Metal Gear Solid V: Ground Zeroes,metal-gear-solid-v-ground-zeroes,Action-Adventure,X360,Konami Digital Entertainment,Kojima Productions,8.3,0.14,0.06,0.05,0.01,2014
10846,Naruto Shippuden: Kizuna Drive,naruto-shippuden-kizuna-drive,Action,PSP,Namco Bandai,Bandai Namco Games,7.0,0.14,0.04,0.03,0.05,2011
10849,X-Blades,x-blades,Action,PS3,SouthPeak Interactive,Gaijin Entertainment,5.9,0.14,0.07,0.03,0.02,2009
10978,BlazBlue: Continuum Shift II,blazblue-continuum-shift-ii,Fighting,PSP,Aksys Games,Arc System Works,7.5,0.13,0.03,0.02,0.07,2011
11011,Rumble Roses XX,rumble-roses-xx,Fighting,X360,Konami,Yuke's Future Media Creators,6.5,0.13,0.07,0.01,0.04,2006
11090,Eat Lead: The Return of Matt Hazard,eat-lead-the-return-of-matt-hazard,Shooter,PS3,D3 Publisher,Vicious Cycle,5.3,0.13,0.09,0.02,0.0,2009
11281,Eat Lead: The Return of Matt Hazard,eat-lead-the-return-of-matt-hazard,Shooter,X360,D3 Publisher,Vicious Cycle,5.5,0.12,0.1,0.01,0.0,2009
11319,Echo Night,echo-night,Adventure,PS,Agetec,From Software,6.3,0.12,0.03,0.02,0.07,1999
11356,Undead Knights,undead-knights,Action,PSP,Tecmo,Team Tachyon,6.6,0.12,0.05,0.01,0.06,2009
11470,Tenchu: Shadow Assassins,tenchu-shadow-assassins,Action,PSP,Ubisoft,From Software,7.5,0.12,0.03,0.03,0.05,2009
11475,The Sky Crawlers: Innocent Aces,the-sky-crawlers-innocent-aces,Simulation,Wii,Xseed Games,Project ACES,7.3,0.12,0.08,0.02,0.01,2010
11586,Lost in Shadow,lost-in-shadow,Platform,Wii,Hudson Soft,Hudson Soft,6.7,0.12,0.09,0.0,0.01,2011
11725,The King of Fighters XII,the-king-of-fighters-xii,Fighting,X360,Ignition Entertainment,SNK Playmore Corporation,6.4,0.11,0.09,0.0,0.01,2009
11753,Mana Khemia: Student Alliance,mana-khemia-student-alliance,Role-Playing,PSP,Nippon Ichi Software,Gust,3.2,0.11,0.06,0.0,0.03,2009
11818,Calling,calling,Adventure,Wii,Hudson Soft,Hudson Soft,4.8,0.11,0.06,0.04,0.0,2010
11881,BlazBlue: Calamity Trigger Portable,blazblue-calamity-trigger-portable,Fighting,PSP,Aksys Games,Arc System Works,7.9,0.11,0.07,0.01,0.03,2010
11886,Odama,odama,Misc,GC,Nintendo,VIVARIUM Inc.,6.5,0.11,0.07,0.02,0.02,2006
11980,Prinny: Can I Really Be the Hero?,prinny-can-i-really-be-the-hero,Platform,PSP,NIS America,Nippon Ichi Software,7.2,0.11,0.04,0.01,0.05,2009
11993,BlazBlue: Continuum Shift II,blazblue-continuum-shift-ii,Fighting,3DS,Aksys Games,Arc System Works,6.0,0.11,0.05,0.02,0.04,2011
11998,Ys VIII: Lacrimosa of Dana,ys-viii-lacrimosa-of-dana,Role-Playing,NS,NIS America,Nihon Falcom Corporation,8.5,0.11,0.03,0.03,0.03,2018
12111,Carnage Heart,carnage-heart,Strategy,PS,Sony Computer Entertainment,ArtDink,7.1,0.11,0.01,0.01,0.09,1997
12220,JU-ON: The Grudge,ju-on-the-grudge,Adventure,Wii,Xseed Games,FeelPlus,4.0,0.1,0.07,0.01,0.01,2009
12330,Baten Kaitos Origins,baten-kaitos-origins,Role-Playing,GC,Nintendo,tri-Crescendo / Monolith Soft,7.5,0.1,0.06,0.02,0.02,2006
12426,Bullet Witch,bullet-witch,Shooter,X360,Atari,Cavia Inc.,6.6,0.1,0.07,0.01,0.02,2007
12499,Opoona,opoona,Role-Playing,Wii,KOEI,ArtePiazza,6.4,0.1,0.08,0.0,0.01,2008
12555,Dead or Alive 5 Last Round,dead-or-alive-5-last-round,Fighting,XOne,Tecmo Koei,Team Ninja,7.5,0.1,0.05,0.03,0.01,2015
12557,Blue Dragon: Awakened Shadow,blue-dragon-awakened-shadow,Role-Playing,DS,D3 Publisher,Mistwalker Corporation / tri-Crescendo / Bird Studio,5.7,0.1,0.06,0.0,0.03,2010
12572,Shadow Tower,shadow-tower,Role-Playing,PS,Agetec,From Software,5.7,0.1,0.01,0.01,0.07,1999
12591,The Legend of Heroes: Trails in the Sky,the-legend-of-heroes-trails-in-the-sky,Role-Playing,PSP,Xseed Games,Nihon Falcom Corporation,8.1,0.1,0.06,0.0,0.03,2011
12619,Steel Battalion,steel-battalion,Simulation,XB,Capcom,"Capcom Production Studio 4 / Nude Maker Co., Ltd.",7.7,0.1,0.05,0.02,0.02,2002
12690,Arcania: Gothic 4,arcania-gothic-4,Role-Playing,X360,JoWood Productions,Spellbound Entertainment AG,6.2,0.09,0.04,0.04,0.01,2010
12733,Space Invaders Extreme,space-invaders-extreme,Shooter,PSP,Square Enix,"GULTI co.,ltd.",8.2,0.09,0.06,0.02,0.01,2008
12851,Last Rebellion,last-rebellion,Role-Playing,PS3,NIS America,Hit Maker,4.8,0.09,0.06,0.01,0.01,2010
12911,Mystic Heroes,mystic-heroes,Action,GC,KOEI,Koei,6.8,0.09,0.03,0.01,0.04,2002
12996,Battle Fantasia,battle-fantasia,Fighting,X360,Aksys Games,Arc System Works,7.0,0.09,0.07,0.0,0.01,2008
13028,NBA 2K18,nba-2k18,Sports,PS3,2K Sports,Visual Concepts,7.0,0.09,0.06,0.01,0.01,2017
13057,Theme Hospital,theme-hospital,Strategy,PS,Electronic Arts,Krisalis Software,7.2,0.09,0.03,0.02,0.03,1998
13076,Killer7,killer7,Action,PS2,Capcom,Grasshopper Manufacture,6.5,0.09,0.04,0.03,0.0,2005
13392,A-Train,a-train,Strategy,PS,Maxis,ArtDink,6.0,0.08,0.02,0.01,0.04,1996
13396,Earth Defense Force 2017,earth-defense-force-2017,Shooter,X360,D3 Publisher,Sandlot,7.4,0.08,0.04,0.01,0.03,2007
13445,New International Track & Field,new-international-track-amp-field,Sports,DS,Konami,Sumo Digital,7.4,0.08,0.07,0.0,0.0,2008
13573,Elebits: The Adventures of Kai and Zero,elebits-the-adventures-of-kai-and-zero,Adventure,DS,Konami,Konami,7.5,0.08,0.07,0.0,0.0,2009
13590,Baroque,baroque,Role-Playing,Wii,Atlus,Sting,5.2,0.08,0.07,0.0,0.0,2008
13766,The Rub Rabbits!,the-rub-rabbits,Puzzle,DS,Sega,Sonic Team,7.3,0.07,0.03,0.0,0.04,2006
13907,Tank! Tank! Tank!,tank-tank-tank,Misc,WiiU,Namco Bandai Games,Namco Bandai Games,4.7,0.07,0.02,0.01,0.05,2012
13944,Sushi Striker: The Way of Sushido,sushi-striker-the-way-of-sushido,Puzzle,NS,Nintendo,Indies Zero,7.9,0.07,0.02,0.01,0.03,2018
14053,Dragoneer's Aria,dragoneers-aria,Role-Playing,PSP,NIS America,Hit Maker,5.2,0.07,0.02,0.0,0.05,2007
14108,BlazBlue: Cross Tag Battle,blazblue-cross-tag-battle,Fighting,NS,Arc System Works,Arc System Works,8.0,0.07,0.04,0.01,0.01,2018
14171,RPG Maker: Fes,rpg-maker-fes,Role-Playing,3DS,NIS America,Kadokawa Games,7.0,0.07,0.03,0.0,0.02,2017
14579,Vampire Rain: Altered Species,vampire-rain-altered-species,Action,PS3,Ignition Entertainment,Artoon,3.5,0.06,0.05,0.0,0.0,2008
14602,Disgaea 1 Complete,disgaea-1-complete,Role-Playing,NS,NIS America,Nippon Ichi Software,8.0,0.06,0.03,0.01,0.01,2018
14665,Warriors Orochi 2,warriors-orochi-2,Action,X360,KOEI,Omega Force,4.6,0.06,0.04,0.0,0.01,2008
14973,Virtua Striker 2002,virtua-striker-2002,Sports,GC,Sega,Amusement Vision,6.6,0.05,0.01,0.0,0.03,2002
15290,GrimGrimoire,grimgrimoire,Strategy,PS2,NIS America,Vanillaware,7.7,0.05,0.01,0.01,0.03,2007
15835,Metal Gear Solid: Digital Graphic Novel,metal-gear-solid-digital-graphic-novel,Misc,PSP,Konami,Kojima Productions,7.6,0.04,0.02,0.0,0.02,2006
17048,Gotcha Force,gotcha-force,Shooter,GC,Capcom,Capcom,5.8,0.03,0.01,0.0,0.01,2003
17747,Tenkai Knights: Brave Battle,tenkai-knights-brave-battle,Action,3DS,Namco Bandai Games,Delta Factory,4.5,0.02,0.01,0.01,0.0,2014
